"name","sku","category","image_url","page_url"
"Pull Handle Square Box Section Cast Ant Iron 4.75″ / 120mm","70.088S.AI.120","Pull Handles, Pull Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.088S.AI_.120-Pull-Handle-Box-Section-Ant-Iron-120mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/pull-handles-furniture-fittings-architectural-ironmongery/pull-handle-square-box-section-cast-ant-iron-4-75-120mm/"
"Pull Handle Twisted Gothic Design Cast Iron Antique 145mm","70.084B.AI.145","Category: Pull Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.084B.AI_.145-Gothic-Twisted-Pull-Handle-145mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/pull-handles-furniture-fittings-architectural-ironmongery/pull-handle-twisted-gothic-design-cast-iron-antique-145mm/"
"Pull Handle Twisted Gothic Design Cast Iron SEB 145mm / 5.5″","70.084B.SEB.145","Pull Handles, Pull Handles","","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/pull-handles-furniture-fittings-architectural-ironmongery/pull-handle-twisted-gothic-design-cast-iron-seb-145mm-5-5/"
"Pulley Double Wheel For Airer 1883 Screw in Type Ant Iron","70.462.AI.41","Architectural Ironmongery, Clothes Airers, Victorian","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.462.AI_.41-Pulley-Wheel-Double-Cast-Ant-Iron.jpg","https://www.adfixtrade.co.uk/products/brackets/pulley-double-wheel-for-airer-1883-screw-in-type-ant-iron/"
"Pulley Single BLOCK & TACKLE style hanging Antique Iron 3.5″","70.462.AI.43","Airer Sets, Architectural Ironmongery, Clothes Airers, Victorian","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.462.AI_.43-Pulley-Single-BLOCK-style-hanging-Ant-Iron.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/victorian/pulley-single-block-tackle-style-hanging-antique-iron-3-5/"
"Pulley Single Wheel For Airer 1883 Screw in Type Ant Iron","70.462.AI.40","Airer Sets, Architectural Ironmongery, Clothes Airers, Victorian","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.462.AI_.40-Pulley-Wheel-Single-Cast-Ant-Iron.jpg","https://www.adfixtrade.co.uk/products/decorative-hardware/airer-sets/pulley-single-wheel-for-airer-1883-screw-in-type-ant-iron/"
"Pulley Wheel & Hanging Loop (for Lamp) Ant Iron 5″ / 120mm","01.830.AI.125","Architectural Ironmongery, Miscellaneous, Victorian","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/01.830.AI_.125-Pulley-Wheel-with-Loop-Cast-Iron-125mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/victorian/pulley-wheel-hanging-loop-for-lamp-ant-iron-5-120mm/"
"Push Finger Plate AZTEC Ornate Ant Iron 255 x 75mm","01.356A.AI.275","Door Furniture, Finger Push Plates, Ornate","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.356A.AI_.275-Push-Finger-Plate-AZTEC-Ornate-Ant-Iron-255-x-75-scaled.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/ornate/push-finger-plate-aztec-ornate-ant-iron-255-x-75mm/"
"Push Finger Plate CHERUB Ornate Ant Brass 200mm x 80mm","01.356C.AB.200","Door Furniture, Finger Push Plates, Ornate","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.356C.AB_.200-Push-Finger-Plate-CHERUB-Ornate-Ant-Brass-200mm-x-80mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/ornate/push-finger-plate-cherub-ornate-ant-brass-200mm-x-80mm/"
"Push Finger Plate CHERUB Ornate Ant Iron 200mm x 80mm","01.356C.AI.200","Door Furniture, Finger Push Plates, Ornate","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.356C.AI_.200-Push-Finger-Plate-CHERUB-Ornate-Ant-Iron-200mm-x-80mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/ornate/push-finger-plate-cherub-ornate-ant-iron-200mm-x-80mm/"
"Push Finger Plate ELLERKER Ornate Ant Iron 252mm x 75mm","01.356.AI.260","Door Furniture, Finger Push Plates, Ornate","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.356.AI_.260-Push-Plate-ELLERKER-Ornate-Cast-Ant-Iron-75-x-260mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/ornate/push-finger-plate-ellerker-ornate-ant-iron-260mm-x-75mm/"
"Push Finger Plate FIGURINE design Ant Iron 260mm x 75mm","01.356M.AI.260","Door Furniture, Finger Push Plates, Ornate","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/01.356M.AI_.260-Decorative-FIGURINE-design-Push-Plate-Ant-Iron-260mm-x-75mm-4.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/ornate/push-finger-plate-figurine-design-ant-iron-260mm-x-75mm/"
"Push Finger Plate INCA design Antique Iron 252mm x 75mm","01.356I.AI.260","Door Furniture, Finger Push Plates, Ornate","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/01.356I.AI_.260-Decorative-INCA-design-Push-Plate-Ant-Iron-260-x-75mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/ornate/push-finger-plate-inca-design-antique-iron-260mm-x-75mm/"
"Push Finger Plate JALI LATTICE Ant Iron 300mm","01.356J.AI.300","Door Furniture, Finger Push Plates, Ornate","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/01.356J.AI_.300-Push-Finger-Plate-JALI-LATTICE-Ant-Iron-300mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/ornate/push-finger-plate-jali-lattice-ant-iron-300mm/"
"Push Finger Plate Vertical GWR Cast Ant Iron 295 x 70mm","B119.AB","Door Furniture, Finger Push Plates, Industrial","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/AB-2020-04-01-15.21.33.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/finger-door-plate-vertical-gwr-plain-cast-ant-iron-295mm/"
"Radiator Foot Large Cast Ant Iron 80mm Diameter","70.060.AI.080","Category: Architectural Ironmongery","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.060.AI_.080-Radiator-Foot-Large-Cast-Iron-80mm-Diameter.jpg","https://www.adfixtrade.co.uk/products/brackets/radiator-foot-large-cast-ant-iron-80mm-diameter/"
"Radiator Foot Medium Cast Ant Iron 70mm Diameter","70.060.AI.070","Category: Architectural Ironmongery","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.060.AI_.070-Radiator-Foot-Medium-Cast-Iron-70mm-Diameter.jpg","https://www.adfixtrade.co.uk/products/brackets/radiator-foot-medium-cast-ant-iron-70mm-diameter/"
"Radiator Foot Small Cast Ant Iron 60mm Diameter","70.060.AI.060","Architectural Ironmongery, Radiator Accessories","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.060.AI_.060-Radiator-Foot-Small-Cast-Ant-Iron-60mm-Diameter-3.jpg","https://www.adfixtrade.co.uk/products/architectural-hardware/radiator-accessories/radiator-foot-small-cast-ant-iron-60mm-diameter/"
"Radiator Foot Small Decorative MARLBOROUGH AI – 60mm – TBD","70.060M.AI.060","Architectural Ironmongery, Radiator Accessories","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.060M.AI_.060-Radiator-Foot-MARLBOROUGH-60mm-dia.jpg","https://www.adfixtrade.co.uk/products/architectural-hardware/radiator-accessories/radiator-foot-small-decorative-marlborough-ant-iron-60mm/"
"Radiator Shelf Support Bracket (Spur) White 80mm top bar","70.383.WH.80","Architectural Ironmongery, Radiator Accessories","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.383.WH_.80-Radiator-Shelf-Support-White-80mm-Top-Bar.jpg","https://www.adfixtrade.co.uk/products/architectural-hardware/radiator-accessories/radiator-shelf-support-bracket-spur-white-80mm-top-bar/"
"Radiator Shelf Support Bracket (Spur) White 90mm top bar","70.383.WH.90","Architectural Ironmongery, Concealed Shelf Supports","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.383.WH_.80-Radiator-Shelf-Support-White-80mm-Top-Bar.jpg","https://www.adfixtrade.co.uk/products/brackets/concealed-shelf-supports/radiator-shelf-support-bracket-spur-white-90mm-top-bar/"
"Radiator Wall Fixing EST 1883 Antique Iron 200mm","70.060W.AI.200","Architectural Ironmongery, Radiator Accessories","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.060W.AI_.200-Radiator-Bracket-1883-Ant-Iron-200mm.jpg","https://www.adfixtrade.co.uk/products/architectural-hardware/radiator-accessories/radiator-wall-fixing-est-1883-antique-iron-200mm/"
"Radiator Wall Fixing EST 1883 Antique Iron 300mm","70.060W.AI.300","Architectural Ironmongery, Radiator Accessories","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.060W.AI_.300-Radiator-Support-1883-300mm.jpg","https://www.adfixtrade.co.uk/products/architectural-hardware/radiator-accessories/radiator-wall-fixing-est-1883-antique-iron-300mm/"
"Rail Hook for15mm Rod Ant Iron 75mm x 95mm 16mm Int Dia","94.495C.AI.95","Curtain & Wardrobe Rails, Curtain Rails & Accesories","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/94.495C.AI_.95-Curtain-Rail-Hook-Cast-Ant-Iron-95-x-75mm-x-16mm-dia.jpg","https://www.adfixtrade.co.uk/products/decorative-hardware/curtain-rails-accesories/curtain-rail-hook-ant-iron-75mm-x-95mm-16mm-int-dia/"
"Railroad Spike Antique Rust 3″ / 75mm","01.644.AR.75","Decorative Studs & Nails, Studs & Nails","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.644.AR_.-75-Railroad-Spike-Ant-Rust-75mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/decorative-studs-nails/railroad-spike-antique-rust-3-75mm/"
"Railroad Spike Antique Rust 6″ / 150mm","01.644.AR.150","Decorative Studs & Nails, Studs & Nails","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.644.AR_.150-Railroad-Spike-75mm-150mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/decorative-studs-nails/railroad-spike-antique-rust-6-150mm/"
"Railway Cart Platform Set Complete  (Timber not included)","H390","Castor Wheels, Industrial Legs, Railway","https://www.adfixtrade.co.uk/wp-content/uploads/2021/09/H390-Railway-Cart-Component-Set-With-Timber-3.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/railway/railway-cart-component-set-timber-not-included/"
"Raised Bookcase Strip (No.7472) EB 1.8m","20.380.EB.1.8","Decorative Studs & Nails, Furniture Fittings","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/20.380.EB_.00-Bookcase-Stud-7473-E-brass.jpg","https://www.adfixtrade.co.uk/products/furniture-fittings/raised-bookcase-strip-no-7472-eb-1-8m/"
"Raised Bookcase Stud (No.7473) EB","20.380.EB.00","Decorative Studs & Nails, Furniture Fittings","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/20.380.EB_.00-Bookcase-Stud-7473-E-brass.jpg","https://www.adfixtrade.co.uk/products/furniture-fittings/raised-bookcase-stud-no-7473-eb/"
"Raised Bookcase Stud (No.7473) FB","20.380.FB.00","Decorative Studs & Nails, Furniture Fittings","","https://www.adfixtrade.co.uk/products/furniture-fittings/raised-bookcase-stud-no-7473-fb/"
"Red Inserts For Standard Label Frame Coat Hook Numbers 0 – 9","70.336Z.RED.09","Category: Coat Hooks","","https://www.adfixtrade.co.uk/products/brackets/red-inserts-for-standard-label-frame-coat-hook-numbers-0-9/"
"Replaced by A119.KA","49.086GCG.AIC.35","Cabinet Knobs, Door Knobs, Knobs, Ornate","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/49.086GCG.AIC_.35-Knob-Oval-Grey-Distressed-Crackle-Glaze-35mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/ornate/knob-oval-grey-distressed-crackle-glaze-ceramic-plate-35mm/"
"Right Hand Leaf Hook Tie Back Hand forged Antique Iron 7.5″","E181","Coat Hooks, Flora & Fauna, Hooks","https://www.adfixtrade.co.uk/wp-content/uploads/2021/09/E181-Right-Hand-Gothic-Leaf-Hook-Handforged-Antique-Iron-7.5.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/flora-fauna/bottle-opener-wall-mounted-adnams-ghost-ship-ale-ant-iron-2/"
"Rim Latch Keep Fancy Shaped Cast Iron Medium (16520)","49.351E.AI.75","Door Furniture, Latches, Ornate","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/49.351E.AI_.75-Slide-Bolt-Keep-AI-75mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/ornate/rim-latch-keep-fancy-shaped-cast-iron-medium-16520/"
"Rim Latch Keep for Slide Bolt Cast Iron Medium 3.5″ 90mm","30.351A.AI.95","Door Furniture, Industrial, Latches","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/30.351A.AI_.95-Slide-Bolt-Keep-AI-95mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/rim-latch-keep-for-slide-bolt-cast-iron-medium-3-5-90mm/"
"Rim Latch Keep for Slide Bolt Cast Iron Small (16516)","30.351A.AI.55","Door Furniture, Industrial, Latches","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/30.351A.AI_.55-Rim-Latch-Keep-for-Slide-Bolt-Cast-Iron-Small-16516.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/rim-latch-keep-for-slide-bolt-cast-iron-small-16516/"
"Rim Latch Keep Plain Square End Large Cast Ant Iron 5″/140mm","49.351A.AI.140","Door Furniture, Industrial, Latches","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.351A.AI_.140-Rim-Lock-Keep-Large-140mm-Ant-Iron.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/rim-latch-keep-plain-square-end-large-cast-ant-iron-5-140mm/"
"Rim Latch Keep Square Narrow Cast Ant Iron Plain 125mm / 5″","30.351.AI.125","Industrial, Latches","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/30.351.AI_.125-Rim-Lock-Keep-125mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/rim-latch-keep-square-narrow-cast-ant-iron-plain-125mm-5/"
"Rim Latch With Slide Bolt Cast Iron Small 125mm (16517/6)","30.350A.AI.125","Door Furniture, Industrial, Latches","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/30.350A.AI_.125-Rim-Latch-With-Slide-Bolt-Cast-Iron-Small-125mm-165176.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/rim-latch-with-slide-bolt-cast-iron-small-125mm-16517-6/"
"Rim Lever / Lock Set Cast Iron Vertical S/Colour (5013-V)","30.350D.AI.75","Door Furniture, Industrial, Lever Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/30.350D.AI_.75-Lever-Rim-Lock-Vertical-5013V.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/rim-lever-lock-set-cast-iron-vertical-s-colour-5013-v/"
"Rim Lever Lock Cast Iron Horizontal Ant Iron 3″ x 5″ (5013H)","30.350D.AI.100","Door Furniture, Industrial, Locks & Bolts","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/30.350D.AI_.100-Lever-Rim-Lock-Cast-Horizontal-5013H.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/rim-lever-lock-cast-iron-horizontal-ant-iron-3-x-5-5013h/"
"Rim Lever Lock Iron & Brass 7″ x 5″ (Davenport brass plaque)","43.350D.AI.181","Door Furniture, Industrial, Locks & Bolts","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/43.350D.AI_.181-Rim-lock-Davenport.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/rim-lever-lock-iron-brass-7-x-5-davenport-brass-plaque/"
"Rim Lever Lock Set Cast Ant Iron – LEFT Hand 7″ x 5″","B109.JI","Door Furniture, Industrial, Locks & Bolts","","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/rim-lever-lock-set-cast-ant-iron-left-hand-7-x-5/"
"Rim Lever Lock Set Cast SOLID BRASS – LEFT Hand 7″ x 5″","B108.JI","Door Furniture, Industrial, Locks & Bolts","","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/rim-lever-lock-set-cast-solid-brass-left-hand-7-x-5/"
"Rim Lever Lock Set Cast SOLID BRASS – RIGHT Hand 7″ x 5″","B107.JI","Door Furniture, Industrial, Locks & Bolts","","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/rim-lever-lock-set-cast-solid-brass-right-hand-7-x-5/"
"Rim Lock Brass ORNATE Ant Dec c/w Esc Small 3″ x 4″ (16526)","43.350B.SB.100","Door Furniture, Locks & Bolts, Ornate","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/30.350B.SB_.100-Rim-Lever-Lock-EASTLAKE-Ornate-Brass-100mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/ornate/rim-lock-brass-ornate-ant-dec-c-w-esc-small-3-x-4-16526/"
"Rim Lock Keep Curved Plain Narrow Cast Iron 100mm / 4″","01.351.AI.100","Door Furniture, Industrial, Locks & Bolts","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.351.AI_.100-Rim-Lock-Keep-Curved-AI-100mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/rim-lock-keep-curved-plain-narrow-cast-iron-100mm-4/"
"Rim Lock Keep Curved Plain Narrow Cast USE 01.351.AI.100","03.351.AI.100","Door Furniture, Industrial, Locks & Bolts","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/03.351.AI_.100-Rim-Lock-Keep-Curved-100mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/rim-lock-keep-curved-plain-narrow-cast-use-01-351-ai-100/"
"Rim Lock Keep Curved Plain Wide Cast Iron 100mm/4″","49.351.AI.105","Door Furniture, Industrial, Locks & Bolts","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.351.AI_.105-Rim-Lock-Keep-Curved-Wide.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/rim-lock-keep-curved-plain-wide-cast-iron-100mm-4/"
"Rim Lock Keep Half Moon Heavy Cast Iron & Brass Davenport","30.351.AI.105","Door Furniture, Industrial, Locks & Bolts","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/30.351.AI_.105-Rim-Lock-Keep-Iron-Brass-Davenport.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/rim-lock-keep-half-moon-heavy-cast-iron-brass-davenport/"
"Rim Lock Keep Half Moon Heavy Cast Iron Medium (Davenport)","03.351.AI.105","Industrial, Locks & Bolts","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/03.351.AI_.105-Rim-Lock-Keep.jpg","https://www.adfixtrade.co.uk/products/brackets/rim-lock-keep-half-moon-heavy-cast-iron-medium-davenport/"
"Rim Lock Keep Half Moon Heavy Cast Iron Medium (Davenport)","03.351R.AI.135","Door Furniture, Industrial, Locks & Bolts","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/03.351R.AI_.135-Rim-Lock-Keep-Lugs-Cast-Iron-100mm4.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/rim-lock-keep-half-moon-heavy-cast-iron-medium-davenport-2/"
"Rim Lock Keep Half Moon Heavy Cast Iron Medium tapered 120mm","01.351.AI.120","Door Furniture, Industrial, Locks & Bolts","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.351.AI_.120-Rim-Lock-Keep-Half-Moon-Antique-Iron-120mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/rim-lock-keep-half-moon-heavy-cast-iron-medium-tapered-120mm/"
"Rim Lock Keep Half Moon Round End Heavy Cast Iron 110mm","49.351.AI.106","Door Furniture, Industrial, Locks & Bolts","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.351.AI_.106-Keep-Half-Moon-Legs-AI-110mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/rim-lock-keep-half-moon-round-end-heavy-cast-iron-110mm/"
"Rim Lock Keep Half Moon Square End Ant Iron 110mm","49.351R.AI.110","Door Furniture, Industrial, Locks & Bolts","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.351R.AI_.110-Keep-Plain-Square-AI-105mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/rim-lock-keep-half-moon-square-end-ant-iron-110mm/"
"Rim Lock Keep Heavy Plain Cast Iron Medium 115mm","03.351.AI.115","Door Furniture, Industrial, Locks & Bolts","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/03.351.AI_.115-Rim-Lock-Keep-Plain-115mm-1-1.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/rim-lock-keep-heavy-plain-cast-iron-medium-115mm/"
"Rim Lock Keep Narrow Flat Indent Cast Ant Iron 105mm / 4.25″","49.351C.AI.105","Door Furniture, Industrial, Locks & Bolts","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.351C.AI_.105-Keep-Indent-Narrow-Square-End-105mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/rim-lock-keep-narrow-flat-indent-cast-ant-iron-105mm-4-25/"
"Rim Lock Keep Narrow Flat Indent Cast Ant Iron Dec End 100mm","49.351C.AI.100","Door Furniture, Industrial, Locks & Bolts","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.351C.AI_.100-Keep-Indent-Narrow-Dec-End-100mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/rim-lock-keep-narrow-flat-indent-cast-ant-iron-dec-end-100mm/"
"Rim Lock Keep Narrow Patterned Cast Ant Iron 105mm / 4″","49.351B.AI.105","Door Furniture, Locks & Bolts, Ornate","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.351B.AI_.105-Keep-Patterned-Narrow-Cast-Ant-iron-105mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/ornate/rim-lock-keep-narrow-patterned-cast-ant-iron-100mm-4/"
"Rim Lock Keep Patterned WIDE Cast Iron 100mm / 4″","49.351W.AI.105","Door Furniture, Locks & Bolts, Ornate","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.351W.AI_.105-Rim-Lock-Keep-Curved-Wide.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/ornate/rim-lock-keep-patterned-widecast-irn-100mm-4-49-351a-ai-105/"
"Rim Lock Keep Plain Lugs Cast Iron Medium 105mm","49.351R.AI.105","Door Furniture, Industrial, Locks & Bolts","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/49.351R.AI_.105-Keep-Lugs-Plain-AI-105mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/rim-lock-keep-plain-lugs-cast-iron-medium-105mm/"
"Rim Lock Ornate EASTLAKE Ant Brass Escutcheon 3″ x 4″","30.350B.SB.100","Door Furniture, Locks & Bolts, Ornate","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/30.350B.SB_.100-Rim-Lever-Lock-EASTLAKE-Ornate-Brass-100mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/ornate/rim-lock-ornate-eastlake-ant-brass-escutcheon-3-x-4/"
"Rim Lock Plain c/w Esc Small Solid Brass 4″ 100mm","30.350C.SB.100","Door Furniture, Industrial, Locks & Bolts","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/30.350C.SB_.100-Rim-Lock-SB-Plain.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/rim-lock-plain-c-w-esc-small-solid-brass-4-100mm/"
"Ring & Back Plate Handle Ant Iron 47mm o/a Dia (AF013)","49.079.AI.47","Drop Handles, Drop Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.079.AI_.47-Ring-Back-Plate-AI-47mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/drop-handles-furniture-fittings-architectural-ironmongery/ring-back-plate-handle-ant-iron-47mm-o-a-dia-af013/"
"Ring & Back Plate Handle Screw-in Rust 47mm o/a Dia (AF013)","49.079.RU.47","Drop Handles, Drop Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.079.RU_.47-Ring-Drop-Handle-Ant-Rust-47mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/drop-handles-furniture-fittings-architectural-ironmongery/ring-back-plate-handle-screw-in-rust-47mm-o-a-dia-af013/"
"Ring & Decorative Plate Handle Horizontal Antique Iron","70.079A.AI.H80","Drop Handles, Drop Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.079A.AI_.H80-Ring-Decorative-Plate-Handle-Horizontal-Antique-Iron.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/drop-handles-furniture-fittings-architectural-ironmongery/ring-decorative-plate-handle-horizontal-antique-iron/"
"Ring & Decorative Plate Handle Horizontal SEB TBD","70.079A.SEB.H80","Drop Handles, Drop Handles","","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/drop-handles-furniture-fittings-architectural-ironmongery/ring-decorative-plate-handle-horizontal-seb-tbd/"
"Ring & Decorative Plate Handle Vertical A/Iron 80mm (AF060V)","70.079A.AI.V80","Drop Handles, Drop Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.079A.AI_.V80-AF060VRing-Decorative-Plate-Handle-Vertical-AIron-80mm-AF060V.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/drop-handles-furniture-fittings-architectural-ironmongery/ring-decorative-plate-handle-vertical-a-iron-80mm-af060v/"
"Ring & Decorative Plate Handle Vertical Rust TBD","70.079A.RU.V80","Drop Handles, Drop Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.079A.RU_.V80-Rust-finish-Ring-Pull-Handle.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/drop-handles-furniture-fittings-architectural-ironmongery/ring-decorative-plate-handle-vertical-rust-tbd/"
"Ring & Decorative Plate Handle Vertical Satin Epoxy Black","70.079A.SEB.V80","Drop Handles, Drop Handles","","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/drop-handles-furniture-fittings-architectural-ironmongery/ring-decorative-plate-handle-vertical-satin-epoxy-black/"
"Ring & Diamond B/Plate Drop Handle Vertical Ant Iron 60mm","70.087.AI.V60","Drop Handles, Drop Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.087.AI_.V60-Ring-Diamond-Plate-Ant-Iron-60mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/drop-handles-furniture-fittings-architectural-ironmongery/ring-diamond-b-plate-drop-handle-vertical-ant-iron-60mm/"
"Ring Handle & Boss Ant Iron M8 Thread Kadai Bowl100mm Dia","A148","Drop Handles, Drop Handles, Railway","https://www.adfixtrade.co.uk/wp-content/uploads/2021/02/A148-Dean-Forge-Fire-Bowl-Lifting-Handle-Kadai-2.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/railway/door-knocker-gwr-ant-iron-2/"
