"name","sku","category","image_url","page_url"
"Air Brick / Trivet Cast Antique Iron 8.25″ x 4.25″","49.690.AI.229","Air Bricks, Vents & Trivets, Air Vents, Architectural Ironmongery, Industrial","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.690.AI_.229-Air-Brick-Cast-Iron-108-x-209mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/air-brick-trivet-cast-antique-iron-8-25-x-4-25/"
"Air Brick / Trivet Cast Antique Iron Double 9″ x 6″","49.690.AI.231","Air Vents, Architectural Ironmongery","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.690.AI_.231-Air-Brick-Double.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/exterior-utilities/air-vents/air-brick-trivet-cast-antique-iron-double-9-x-6/"
"Air Brick / Trivet Cast Antique Iron Single 9″ x 3″","49.690.AI.230","Air Bricks, Vents & Trivets, Air Vents, Architectural Ironmongery, Industrial","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/49.690.AI_.230-Air-Brick-Single-250mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/air-brick-trivet-cast-antique-iron-single-9-x-3/"
"Air Brick / Trivet Cast Antique Iron Triple 9″ x 9″","49.690.AI.232","Air Vents, Architectural Ironmongery","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/49.690.AI_.232-Air-Brick-Trivet-Cast-Antique-Iron-Triple-9-x-9.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/exterior-utilities/air-vents/air-brick-trivet-cast-antique-iron-triple-9-x-9/"
"Air Brick / Trivet Metric Size Cast Antique Iron 65 x 215mm","49.691.AI.215","Air Bricks, Vents & Trivets, Air Vents, Architectural Ironmongery, Industrial","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/49.691.AI_.215-Air-Brick-Trivet-Metric-Size-Cast-Antique-Iron-65-x-215mm-1.jpg","https://www.adfixtrade.co.uk/products/architectural-hardware/air-bricks-vents-trivets/air-brick-trivet-metric-size-cast-antique-iron-65-x-215mm/"
"Air Brick Cover Cast Iron Single 120mm x 270mm (Mark Alsop)","01.689.AI.230","Air Bricks, Vents & Trivets, Air Vents, Architectural Ironmongery, Industrial","","https://www.adfixtrade.co.uk/products/architectural-hardware/air-bricks-vents-trivets/air-brick-cover-cast-iron-single-120mm-x-270mm-mark-alsop/"
"Air Brick Double 1883 Cast Ant Iron 9.25″ x 6.25″","01.690A.AI.231","Air Bricks, Vents & Trivets, Air Vents, Architectural Ironmongery, Victorian","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/01.690A.AI_.231-Air-Brick-1883-Large.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/victorian/air-brick-double-1883-cast-ant-iron-9-25-x-6-25/"
"Air Brick Double Cast Iron Satin Black 9″ x 6″ x 2″","49.690.SEB.231","Air Bricks, Vents & Trivets, Air Vents, Architectural Ironmongery, Industrial","","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/air-brick-double-cast-iron-satin-black-9-x-6-x-2/"
"Air Brick Single 1883 Cast Ant Iron 9″ x 3″ x 2″","01.690A.AI.230","Air Bricks, Vents & Trivets, Air Vents, Architectural Ironmongery, Victorian","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.690A.AI_.230-Air-Brick-Trivet-1883-Cast-Ant-Iron-9-x-3-x-2.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/victorian/air-brick-single-1883-cast-ant-iron-9-x-3-x-2/"
"Air Brick Single Cast Iron Satin Black 9″ x 3″ x 2″","49.690.SEB.230","Air Vents, Architectural Ironmongery","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/49.690.SEB_.230-Air-Brick-Single-Cast-Iron-Satin-Black-9-x-3-x-2.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/exterior-utilities/air-vents/air-brick-single-cast-iron-satin-black-9-x-3-x-2/"
"Air Brick Trivet Decorative Ant  9.25×6.5×2″ / 240x162x 42mm","01.690.AI.235","Air Vents, Architectural Ironmongery","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/01.690.AI_.235-Air-Brick-Decorative-165-x-235mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/exterior-utilities/air-vents/air-brick-trivet-decorative-cast-ant-iron-9-25-x-6-5-x-2/"
"Air Brick Trivet Decorative SE Black 9.25″ x 6.5″ x 2″","49.690.SEB.235","Air Vents, Architectural Ironmongery","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/49.690.SEB_.235.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/exterior-utilities/air-vents/air-brick-trivet-decorative-se-black-9-25-x-6-5-x-2/"
"Air Brick Trivet HONEYCOMBE Cast Antique Iron Single 9″ x 3″","49.690B.AI.230","Air Bricks, Vents & Trivets, Air Vents, Architectural Ironmongery, Ornate","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/49.690B.AI_.230-Air-Brick-Trivet-HONEYCOMBE-Cast-Antique-Iron-Single-9-x-3.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/ornate/air-brick-trivet-honeycombe-cast-antique-iron-single-9-x-3/"
"Air Brick Trivet HONEYCOMBE Cast Epoxy Black Single 9″ x 3″","49.690B.SEB.230","Air Bricks, Vents & Trivets, Air Vents, Architectural Ironmongery, Ornate","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.690B.SEB_.230-Air-Brick-HONEYCOMBE-Epoxy-Black-9-x-3-.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/ornate/air-brick-trivet-honeycombe-cast-epoxy-black-single-9-x-3/"
"Air Brick Trivet Metric Epoxy Black 65 x 215mm","49.691.SEB.215","Air Bricks, Vents & Trivets, Air Vents, Architectural Ironmongery, Industrial","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/49.691.SEB_.215-Air-Brick-Trivet-Metric-Epoxy-Black-65-x-215mm.jpg","https://www.adfixtrade.co.uk/products/architectural-hardware/air-bricks-vents-trivets/air-brick-trivet-metric-epoxy-black-65-x-215mm/"
"Air Vent (Air Brick) Rebated Back Cast Iron 3.25″ x 9″","49.692.AI.230","Air Vents, Architectural Ironmongery","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.692.AI_.230-Air-Vent-Cast-Iron-230mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/exterior-utilities/air-vents/air-vent-air-brick-rebated-back-cast-iron-3-25-x-9/"
"Air Vent (Air Brick) Rebated Satin Epoxy Black 3.25″ x 9″","49.692.SEB.230","Air Bricks, Vents & Trivets, Air Vents, Architectural Ironmongery, Industrial","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.692.SEB_.230-Air-Vent-Air-Brick-Rebated-Satin-Epoxy-Black-3.25-x-9.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/air-vent-air-brick-rebated-satin-epoxy-black-3-25-x-9/"
"Air Vent Adjustable Louvred Box Epoxy Black Round 230mm TBD","01.693B.AI.226","Air Bricks, Vents & Trivets, Air Vents, Architectural Ironmongery, Industrial","","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/air-vent-adjustable-louvred-box-epoxy-black-round-230mm-dia/"
"Air Vent Adjustable Sliding Ant Iron Double 6″ x 9″","01.693.AI.231","Air Bricks, Vents & Trivets, Air Vents, Architectural Ironmongery, Industrial","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/01.693.AI_.231-Air-Vent-Adjustable-Sliding-Ant-Iron-Double-6-x-9-1.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/air-vent-adjustable-sliding-ant-iron-double-6-x-9/"
"Air Vent Adjustable Sliding Ant Iron Single 3″ x 9″","01.693.AI.230","Air Bricks, Vents & Trivets, Air Vents, Architectural Ironmongery, Industrial","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/01.693.AI_.230-Air-Vent-Adjustable-Sliding-Ant-Iron-Single-3-x-9.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/air-vent-adjustable-sliding-ant-iron-single-3-x-9/"
"Air Vent Adjustable Sliding DALTON Cast Iron 9″ x 3.25″","K101.KA","Air Bricks, Vents & Trivets, Air Vents, Architectural Ironmongery, Shaker","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/K101.KA-Air-Vent-Sliding-DALTON-Cast-9-x-3.75-inch.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/shaker/air-vent-adjustable-sliding-dalton-cast-iron-9-x-3-75/"
"Air Vent Adjustable Sliding Round Cast Iron 6″","K113.AB","Air Bricks, Vents & Trivets, Air Vents, Architectural Ironmongery, Shaker","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/K113.AB-Air-Vent-Circular-Adjustable-Cast-Iron-150mm-3-1.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/shaker/air-vent-adjustable-sliding-round-6/"
"Air Vent Cover HEXAGON pattern Ant Iron Size – 220mm x 220mm","J133.AB","Air Bricks, Vents & Trivets, Air Vents, Architectural Ironmongery, Shaker","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/j133-ab-air-vent-cover-hexagon.jpg","https://www.adfixtrade.co.uk/products/architectural-hardware/air-bricks-vents-trivets/air-vent-cover-hexagon-pattern-ant-iron-size-220mm-x-220mm/"
"Air Vent Cover HEXAGON pattern Ant Iron Size – 220mm x 220mm","K111.AB","Air Bricks, Vents & Trivets, Air Vents, Architectural Ironmongery, Shaker","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/K111.AB-Air-Vent-Cover-HERITAGE-200-x-200mm-Mark-Alsop.jpg","https://www.adfixtrade.co.uk/products/architectural-hardware/air-bricks-vents-trivets/air-vent-square-heritage-cover-cast-iron-8-x-8-mark-alsop/"
"Air Vent Extraction Cover Round Tabs Cast Iron 5″ / 125mm","01.692D.AI.125","Air Bricks, Vents & Trivets, Air Vents, Architectural Ironmongery, Industrial","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/01.692D.AI_.125-Vent-Cover-Round-with-Tabs-Cast-Iron-125mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/air-vent-extraction-cover-round-tabs-cast-iron-5-125mm/"
"Air Vent Extraction Cover Round Tabs Cast Iron 6″ / 150mm","01.692D.AI.150","Air Bricks, Vents & Trivets, Air Vents, Architectural Ironmongery, Industrial","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/01.692D.AI_.150-Air-Vent-Cover-Round-Tabs-150mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/air-vent-extraction-cover-round-tabs-cast-iron-6-150mm/"
"Air Vent Extraction Cover Round Tabs Cast Iron 8″ / 200mm","01.692D.AI.200","Air Bricks, Vents & Trivets, Air Vents, Architectural Ironmongery, Industrial","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.692D.AI_.200-Air-Vent-Cover-Tabs-Cast-Iron-200mm-dia.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/air-vent-extraction-cover-round-tabs-cast-iron-8-200mm/"
"Air Vent Extraction Cover Round Tabs Cast Iron 8″ / 200mm","49.692D.AI.200","Air Vents, Architectural Ironmongery","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/01.692D.AI_.200-Air-Vent-Cover-Tabs-Cast-Iron-200mm-dia.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/air-vent-extraction-cover-round-tabs-cast-iron-8-200mm-2/"
"Air Vent Extraction Cover Round Tabs SE Black  8″ / 200mm","01.692D.SEB.200","Air Vents, Architectural Ironmongery","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/01.692D.SEB_.200-Air-Vent-Extraction-Cover-Round-Tabs-SE-Black-8-200mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/exterior-utilities/air-vents/air-vent-extraction-cover-round-tabs-se-black-8-200mm/"
"Air Vent Extraction Cover Square Cast Iron 5.5″ (140mm)","01.692B.AI.140","Air Bricks, Vents & Trivets, Air Vents, Architectural Ironmongery, Industrial","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/01.692B.AI_.140-Air-Vent-Extraction-Cover-Square-Cast-Iron-5.5-140mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/air-vent-extraction-cover-square-cast-iron-5-5-140mm/"
"Airer Chain with Hooks Set of 3 Ant Iron 500mm / 20″","70.861.AI.500","Architectural Ironmongery, Clothes Airers, Victorian","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.861.AI_.500-Chain-with-Hooks-Ant-Iron-500mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/victorian/airer-chain-with-hooks-set-of-3-ant-iron-500mm-20/"
"Airer Lathe Oval Wooden Pine Unfinished 60″ / 1520mm","00.105.PI.1520","Category: Clothes Airers","","https://www.adfixtrade.co.uk/products/architectural-ironmongery/exterior-utilities/clothes-airers/airer-lathe-oval-wooden-pine-unfinished-60-1520mm/"
"Arrowhead Corner Plate Flat Antique Iron 120 x 120mm","70.075.AI.120","Category: Chest Corners","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.075.AI_.120-Arrowhead-Corner-Plate-Flat-120mm.jpg","https://www.adfixtrade.co.uk/products/brackets/arrowhead-corner-plate-flat-antique-iron-120-x-120mm/"
"Arrowhead Corner Plate Flat Rust 120 x 120mm","70.075.RU.120","Chest Corners, Chest Corners","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.075.RU_.120-Rust-Finish-Arrowhead-Corner-Plate-120mm.jpg","https://www.adfixtrade.co.uk/products/cabinet-hardware/chest-corners/arrowhead-corner-plate-flat-rust-120-x-120mm/"
"Arrowhead Corner Strap Antique Iron 70mm x 70m 03.073A.AI.65","70.073A.AI.65","Category: Chest Corners","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.073A.AI_.65-Arrowhead-Corner-Strap-Antique-Iron-70mm-x-70m.jpg","https://www.adfixtrade.co.uk/products/brackets/arrowhead-corner-strap-antique-iron-70mm-x-70m-03-073a-ai-65/"
"Arrowhead Corner Strap Antique Iron 95 x 95mm","70.073A.AI.95","Chest Corners, Chest Corners","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.073A.AI_.95-Arrowhead-Corner-Strap-Ant-Iron-95mm.jpg","https://www.adfixtrade.co.uk/products/cabinet-hardware/chest-corners/arrowhead-corner-strap-antique-iron-95-x-95mm/"
"Arrowhead Corner Strap Matt Black 30 x 65 x 65mm","03.073A.MB.65","Chest Corners, Chest Corners","","https://www.adfixtrade.co.uk/products/cabinet-hardware/chest-corners/arrowhead-corner-strap-matt-black-30-x-65-x-65mm/"
"Arrowhead Corner Strap Satin Epoxy Black 95 x 95mmTBD","70.073A.SEB.95","Chest Corners, Chest Corners","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.073A.SEB_.95-Arrowhead-Corner-Strap-Satin-Epoxy-Black-95-x-95mm.jpg","https://www.adfixtrade.co.uk/products/cabinet-hardware/chest-corners/arrowhead-corner-strap-satin-epoxy-black-95-x-95mmtbd/"
"Arrowhead Hinge Antique Iron 80mm","49.320B.AI.80","Hinges, Hinges","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.320B.AI_.080-Arrowhead-Hinge-Antique-Iron.jpg","https://www.adfixtrade.co.uk/products/cabinet-hardware/hinges-cabinet-hardware/arrowhead-hinge-antique-iron-80mm/"
"Arrowhead Hinge Antique Iron 80mm (AF037)","70.320B.AI.080","Hinges, Hinges","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.320B.AI_.080-Arrowhead-Hinge-Antique-Iron.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/hinges-furniture-fittings-architectural-ironmongery/arrowhead-hinge-antique-iron-80mm-af037/"
"Arrowhead Hinge Epoxy Black 80mm (AF037)TBD","49.320B.SEB.80","Hinges, Hinges","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.320B.SEB_.80-Hinge-ARROWHEAD-Black-Epoxy-80mm.jpg","https://www.adfixtrade.co.uk/products/cabinet-hardware/hinges-cabinet-hardware/arrowhead-hinge-epoxy-black-80mm-af037tbd/"
"Arrowhead Hinge Oil Black 225 x 30mm (Cranberry) TBD","70.320D.OB.225","Hinges, Hinges","","https://www.adfixtrade.co.uk/products/cabinet-hardware/hinges-cabinet-hardware/arrowhead-hinge-oil-black-225-x-30mm-cranberry-tbd/"
"Arrowhead Hinge Rust 80mm (AF037)","70.320B.RU.080","Hinges, Hinges","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.320B.RU_.080-Arrowhead-hinge-Rust-80mm.jpg","https://www.adfixtrade.co.uk/products/cabinet-hardware/hinges-cabinet-hardware/arrowhead-hinge-rust-80mm-af037/"
"Arrowhead Hinge Rust 80mm (AF037R)","49.320B.RU.80","Hinges, Hinges","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.320B.RU_.080-Arrowhead-hinge-Rust-80mm.jpg","https://www.adfixtrade.co.uk/products/cabinet-hardware/hinges-cabinet-hardware/arrowhead-hinge-rust-80mm-af037r/"
"Ball Knob & Stem EASTBURN style Ant Iron 25mm / 1″","70.086J.AI.32","Cabinet Knobs, Door Knobs, Industrial, Knobs","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.086J.AI_.32-Ball-Knob-Stem-Polished-Iron-32mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/industrial/ball-knob-stem-eastburn-style-ant-iron-32mm-1-25/"
"Ball Knob & Stem EASTBURN style Ant Iron 32mm / 1.25″","A149","Cabinet Knobs, Door Knobs, Victorian","","https://www.adfixtrade.co.uk/products/shop-by-style/victorian/ball-knob-stem-eastburn-style-ant-iron-32mm-1-25-2/"
"Ball Knob Round + Oval Escutch Cast Ant Iron 2.0″ / 50mm dia","30.086.AI.50","Door Knobs, Door Knobs & Escutcheons, Victorian","","https://www.adfixtrade.co.uk/products/shop-by-style/victorian/ball-knob-round-oval-escutch-cast-ant-iron-2-0-50mm-dia/"
"Bar Handle Antique Iron KETTLEWELL 150mm","A130","Pull Handles, Pull Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/10/A130-Bar-Handle-KETTLEWELL-Cast-Antique-Iron-150mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/pull-handles-furniture-fittings-architectural-ironmongery/bar-handle-antique-iron-kettlewell-150mm/"
"Bar Handle Antique Iron KETTLEWELL 180mm","A129","Pull Handles, Pull Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/10/A129-Bar-Handle-KETTLEWELL-Cast-Antique-Iron-180mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/pull-handles-furniture-fittings-architectural-ironmongery/bar-handle-antique-iron-kettlewell-180mm/"
"Bed Box Castor Fixed 30mm Black Wheel","35.461A.BL.30","Bed Brackets, Furniture Fittings","","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/bed-brackets/bed-box-castor-30mm-black/"
"Bed Bracket / Construction Countersunk Holes 6″ / 150mm","70.252B.ZYP.150","Bed Brackets, Furniture Fittings","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.252B.ZYP_.150-Bed-Bracket-Large-150mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/bed-brackets/bed-constructional-bracket-countersunk-holes-6-150mm/"
"Bed Bracket / Constructional Countersunk Holes 5″ / 125mm","70.252B.ZYP.125","Bed Brackets, Furniture Fittings","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.252B.ZYP_.125-Bed-Constructional-Bracket-Countersunk-Holes-5-125mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/bed-brackets/bed-constructional-bracket-countersunk-holes-5-125mm/"
"Bed Bracket Bed-Loc 2 Hole Plate only BL93 3.5″ / 90mm","25.252.ZP.093A","Bed Brackets, Furniture Fittings","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/25.252.ZP_.093A-Bed-Loc-Bracket-3.5-Inch.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/bed-brackets/bed-loc-bracket-2-hole-plate-only-bl93-3-5-90mm/"
"Bed Bracket System Bed-Loc  2 Hole BL92 3.5″ / 90mm","25.252.ZP.092","Bed Brackets, Furniture Fittings","","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/bed-brackets/bed-loc-bracket-system-2-hole-bl92-3-5-90mm/"
"Bed Bracket System Bed-Loc Complete Set BL122 5″ / 125mm","25.252.ZP.125","Bed Brackets, Furniture Fittings","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/00.252.ZP_.125-Bed-Loc-Bracket-Demo-Model.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/bed-brackets/bed-loc-bracket-system-complete-set-bl122-5-125mm/"
"Bed Bracket System Complete BL122 5″ / 125mm","00.252.ZP.125","Bed Brackets, Furniture Fittings","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/00.252.ZP_.125-Bed-Loc-Bracket-Demo-Model-1.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/bed-brackets/bed-loc-bracket-system-complete-bl122-5-125mm/"
"Bed Bracket System Easy Fit 2 Part 80mm (1 bracket)","70.252E.ZP.80","Bed Brackets, Furniture Fittings","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.252E.ZP_.80-Bed-Bracket-Easy-Fix.jpg","https://www.adfixtrade.co.uk/products/furniture-fittings/bed-bracket-system-easy-fit-2-part-80mm-1-bracket/"
"Bookcase Strip Recessed FB 1.83m x 16mm x 6mm","20.382.FB.20","Furniture Fittings, Workshop Consumables","https://www.adfixtrade.co.uk/wp-content/uploads/2020/06/Bookcase-Strip-Recessed-FB.jpg","https://www.adfixtrade.co.uk/products/workshop-consumables/bookcase-strip-recessed-fb-1-83m-x-16mm-x-6mm/"
"Bookcase Stud for Recessed Strip FB 16mm","20.375B.FB.16","Furniture Fittings, Workshop Consumables","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/20.375B.FB_.16-Recessed-bookcase-stud-FB.jpg","https://www.adfixtrade.co.uk/products/workshop-consumables/bookcase-stud-for-recessed-strip-fb-16mm/"
"Bow Handle Cast Antique Iron Penny End 4″ (AF036)","70.082.AI.080","Pull Handles, Shaker","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.082.AI_.080-Bow-Handle-Ant-Iron-80mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/shaker/bow-handle-cast-antique-iron-penny-end-4-af036/"
"Bow Handle Cast Antique Iron Penny End 5″ (AF035)","70.082.AI.120","Pull Handles, Shaker","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.082.AI_.120-Bow-Handle-Ant-Iron-125mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/shaker/bow-handle-cast-antique-iron-penny-end-5-af035/"
"Bow Handle Cast Iron Rust 4″ / 100mm (AF036)","70.082.RU.080","Pull Handles, Pull Handles","","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/pull-handles-furniture-fittings-architectural-ironmongery/bow-handle-cast-iron-rust-4-af036/"
"Bow Handle Cast Iron Rust 5″ (AF035)","70.082.RU.120","Pull Handles, Pull Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.082.RU_.120-Bow-Handle-Cast-Iron-Rust-5-AF035.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/pull-handles-furniture-fittings-architectural-ironmongery/bow-handle-cast-iron-rust-5-af035/"
"Bow Handle Cast Iron Satin Epoxy Black 5″ (AF035)","70.082.SEB.120","Category: Pull Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.082.SEB_.120-Bow-Handle-Satin-Epoxy-Black-120mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/pull-handles-furniture-fittings-architectural-ironmongery/bow-handle-cast-iron-satin-epoxy-black-5-af035/"
"Bow Handle Chrome on Cast Iron 5″ (AF035CH)","70.082.CHC.120","Pull Handles, Pull Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.082.CHC_.120-Bow-Handle-Chrome-120mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/pull-handles-furniture-fittings-architectural-ironmongery/bow-handle-chrome-on-cast-iron-5-af035ch/"
"Bow Handle Penny End Cast Antique Copper 4″ / 100mm","70.082.AC.85","Pull Handles, Pull Handles, Shaker","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.082.AC_.85-Bow-Handle-Penny-End-Antique-Copper-4-100mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/shaker/bow-handle-penny-end-cast-antique-copper-4-100mm/"
"Bow Handle Penny End Cast Antique Copper 5″ / 120mm","70.082.AC.120","Pull Handles, Pull Handles, Shaker","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.082.AC_.120-Bow-Handle-Cast-Antique-Copper-Penny-End-5-120mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/shaker/bow-handle-penny-end-cast-antique-copper-5-120mm/"
"Bow Handle Penny End Cast Antique Iron 7″ (AF034)","30.082.AI.180","Pull Handles, Shaker","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/30.082.AI_.180-Bow-Handle-Ant-Iron-Round-End-180mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/shaker/bow-handle-penny-end-cast-antique-iron-7-af034/"
"Bow Handle Penny End Solid Brass 5″ / 120mm","70.082.PB.120","Pull Handles, Shaker","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.082.PB_.120-Bow-Handle-Penny-End-Solid-Brass-120mm.jpg","https://www.adfixtrade.co.uk/products/shop-by-style/shaker/bow-handle-penny-end-solid-brass-5-120mm/"
"Bow Handle SPADE Design Ant Iron Rear Thread 130mm / 5.25″","70.082S.AI.130","Pull Handles, Pull Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.082S.AI_.130-Bow-Handle-Spade-End-130mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/pull-handles-furniture-fittings-architectural-ironmongery/bow-handle-spade-design-ant-iron-rear-thread-130mm-5-25/"
"Butchers Block Corner Ant Steel 1.25″ High x 2″ x 3″ (1.5mm)","70.073.AI.32","Category: Chest Corners","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.073.AI_.32-Butchers-Block-Corner-Ant-Steel-1.25-H-x-2-x-3-1.5mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/chest-corners-furniture-fittings-architectural-ironmongery/butchers-block-corner-ant-steel-1-25-high-x-2-x-3-1-5mm/"
"Butchers Block Corner Ant Steel 1.25″ High x 2″ x 3″ (1.5mm)","70.073H.AI.32","Chest Corners, Chest Corners","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.073H.AI_.32-Butchers-Block-Corner-Ant-Steel-1.25-H-x-2-x-3-1.5mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/chest-corners-furniture-fittings-architectural-ironmongery/butchers-block-corner-ant-steel-1-25-high-x-2-x-3-3mm/"
