"coin_name","coin_symbol","coin_slug","coin_price","coin_volume24h","coin_volume7d","coin_volume30d","coin_marketCap","coin_percentChange1h","coin_percentChange24h","coin_percentChange7d","coin_marketCapByTotalSupply","coin_circulatingSupply","cryptos","exchanges","market_cap","crypto_24h_volume","dominance","eth_Gas","todays_crypto_market_cap","todays_market_increase_or_decrease"
"Balancer Boosted Aave USDT","BB-A-USDT","balancer-boosted-aave-usdt","1.0043444637902714","25346407.29850432","189991462.4911043","779050400.4454719","0.0","-0.00668074","-0.05412356","0.02269242","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Geegoopuzzle","GGP","geegoopuzzle","6.192662567797335","25246269.32906245","194452825.51949158","812379697.6941406","0.0","0.05228955","-0.02919213","0.45747753","18577987703.392006","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Balancer Boosted Aave USDC","BB-A-USDC","balancer-boosted-aave-usdc","1.001052962742234","20025603.68513976","127268060.11283985","646129037.5786365","0.0","-0.00801188","-0.06308346","-0.01154984","5197764153673486.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Wrapped Solana","SOL","wrapped-solana","12.381498848804272","15489921.66925836","107570872.69647552","555416794.8116442","0.0","0.25264949","-10.33745808","-9.05241118","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Beacon ETH","BETH","beacon-eth","1123.561698884769","15065563.65531876","128537681.4186913","417158641.9570536","0.0","0.12955889","-4.08216163","-9.49461475","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"OKC Token","OKT","okt","23.180322256514867","14653868.38129595","90851468.172274","462642474.35779685","0.0","-0.89828116","-13.32655584","16.87214266","267679129.15768966","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Lido wstETH","WSTETH","lido-finance-wsteth","1280.061985270884","13137372.63944344","88010797.85477312","414786729.7328056","0.0","-0.17004325","-3.00678337","-7.49793237","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"GoCryptoMe","GCME","gocryptome","0.011702600712975937","12257436.70179638","89274599.8476427","350431458.2383935","0.0","1.8037074","21.52526002","129.51851987","1170260.0712975936","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Coinbase Wrapped Staked ETH","CBETH","coinbase-wrapped-staked-eth","1149.1629826344501","11811156.46518372","90558176.79881532","352132720.5330123","0.0","-0.20182725","-2.80278345","-7.18802416","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"WhiteBIT Token","WBT","whitebit-token","4.494350689802811","9724853.87071864","62641534.34424863","265867071.12766954","0.0","-0.1386966","-1.89474675","-5.23029632","1797740275.9211245","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"INOFI","FON","inofi","0.7029886793571211","9075536.66828018","57506462.02982901","285422026.2829121","0.0","0.06075079","1.91898757","-1.58403225","70376977.71086416","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"XT Stablecoin XTUSD","XTUSD","xtusd","1.0013355570379527","8848737.26298628","67213867.90657663","256708550.95644137","0.0","-0.01280652","0.04919539","0.12951315","32843836.31091156","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Wrapped Fantom","WFTM","wrapped-fantom","0.2062162255767433","8631802.31855313","61971718.78270082","238006960.2222272","0.0","0.00581713","-5.10716603","-14.00888057","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Goat Gang","GGT","goat-gang","37.46079595640728","8540740.70781319","65162319.1727459","253142681.4515054","0.0","-11.16063625","23.67583803","0.00237931","63683353.12589238","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Wrapped AVAX","WAVAX","wavax","11.897250962905145","8319307.62935451","63350779.10384856","283244533.819236","0.0","0.04417658","-6.03497816","-11.04941818","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"XEN Crypto","XEN","xen-crypto","3.0141385720545187e-06","6692313.99517258","28287862.46126112","208266278.2480202","0.0","1.16780372","-16.02099267","-47.7726535","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Lido Staked Matic","stMATIC","lido-staked-matic","0.850411445557449","6267241.16094541","40935076.52458087","183726495.54579785","0.0","-0.23920991","-5.40525506","-10.67976733","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"USD Coin (Wormhole)","USDC(WormHole)","usd-coin-wormhole-from-ethereum","1.0010682920868417","6174806.43256171","39987545.00190248","179621025.02782696","0.0","0.57541129","0.64221939","-0.27937403","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Shibnobi(New)","SHINJA","shibnobi-v2","0.0001300572651081908","6033510.74335754","28918274.01012939","176689290.11403367","0.0","-0.24616228","-5.7605263","-25.77707861","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Everdome","DOME","everdome","0.0026157937724860213","5824245.6942996","30810597.00940049","175613926.10282797","0.0","-0.19854257","-8.23879648","-19.23448061","261579377.24860212","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Australian Dollar Token","AUDT","australian-dollar-token","0.6691475329333112","5733219.99531769","42663595.05153232","168178619.60054964","0.0","-0.11236282","-0.13701707","-1.45016474","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Square Token","SQUA","square-token","18.65690997185939","5690986.92400012","42246780.87278454","179750914.9143272","0.0","0.69702832","-27.73705362","-53.48279115","93284549.85929695","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Compound USD Coin","CUSDC","compound-usd-coin","0.022604808855626143","5448007.10534117","37384920.27300602","175459334.74205482","0.0","0.14472317","11.23761781","0.34796473","221601718.24724576","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"sETH","SETH","seth","1191.9895951495653","5330205.84549367","40506135.22692582","158125971.1324316","0.0","-0.05477722","-2.65172448","-6.64489432","35682685.3266403","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Hedron","HDRN","hedron","1.394971685696969e-06","5250960.4932895","40031141.58102743","150239796.09895992","0.0","-0.02618103","-18.82304649","-27.91222136","98666836.9793144","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"StableFund USD","SFUSD","stablefund-usd","0.999939989200712","4957991.46552918","32130386.29354575","151581612.35494637","0.0","0.00193356","-0.00491543","-0.00807542","99993998.9200712","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"MinePlex","PLEX","mineplex","0.12166779560398247","4773063.23257072","27743912.81409298","133785795.5322016","0.0","-0.51245418","-7.0590248","23.15932442","50458068.19288361","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"OpenAI ERC","OPENAI ERC","openai-erc","0.10110273343448867","4654570.13114519","35480563.94822829","136664227.2734532","0.0","-5.03370344","520.22066272","223.11191126","10110273.343448866","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"PLC Ultima","PLCU","plc-ultima","1251.9100051569885","4351220.2595832","42662750.32341285","118680018.93876813","0.0","0.61849475","-6.73746529","2.18142186","1391823496.3036327","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Rocket Pool ETH","RETH","rocket-pool-eth","1265.1759135660539","4343947.16037047","27595647.44146609","141860006.8014073","0.0","-0.12412575","-2.85437378","-7.27174163","204576414.8718038","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Compound Dai","CDAI","compound-dai","0.022116076720070457","4035372.51305028","29474437.26036836","116074441.62406231","0.0","0.05136318","0.10591489","-0.00888267","44798247.022888206","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"ArchLoot","ALT","archloot","0.49625657737255824","4006117.21893126","29834599.37392146","111081127.66558325","0.0","2.72181622","-4.5185217","0.48961466","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Fracton Protocol","FT","fracton-protocol","2.2495039329218907","3903954.10807992","29620589.80351847","111331370.87119262","0.0","0.03494398","1.97819012","4.06845145","224950393.29218906","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"BOB","BOB","bob","0.9993702758410464","3879490.12900248","24908953.93121016","113942219.56469166","0.0","-0.02691946","-0.02727841","-0.13142089","9993853.663322115","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Exen Coin","BTXN","exen-coin","0.3937894996620152","3794842.48291515","27014366.46412417","118438680.57328986","0.0","-4.30247718","23.36134454","47.48207504","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"SocialGood","SG","socialgood","0.058953687197985084","3647374.84103205","24620329.94522281","104510632.21192577","0.0","-0.30173208","-5.36295804","-22.7771381","585159.7216489665","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Step App","FITFI","step-app","0.03011286003926656","3566736.95887871","126233831.67958082","534649723.0196326","0.0","0.46578441","-13.36431116","-26.90015733","150564300.1963328","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Memeverse","MEME","memeverse","0.002993823676448439","3550828.81084812","25327778.4795264","105002276.7618496","0.0","0.70447256","-10.99580668","6.38765519","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Crypto ARC","ARC","crypto-arc","0.13365028747821794","3400662.04693294","25643140.20819889","98526909.73968816","0.0","-0.29191471","1.61273477","-0.2030528","40095086.24346538","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Lido Staked SOL","stSOL","lido-for-solana","13.319847920767574","3347267.89723075","20797999.52292467","68656889.0189194","0.0","0.26664458","-9.7979029","-8.86214276","13728725.294414189","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"USD Coin Bridged","USDCE","usd-coin-avalanche-bridged-usdc-e","0.9989974772912767","3149345.56159733","22148157.1720722","91918902.886569","0.0","-0.11818535","0.02136767","-0.12558179","1472738163.883187","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"FUTUREXCRYPTO","FXC","futurexcrypto","0.529287808617575","3135937.30250938","22140047.82698001","102308122.4915342","0.0","0.1227427","3.65521812","0.38232375","2646439043.087875","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Angola","AGLA","angola","0.027957505858493863","3002501.03880592","19896480.17006442","87541388.98046759","0.0","0.07541709","0.23442345","-3.90026592","83872517.5754816","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"GAMI World","GAMI","gami-world","0.4381506599259458","2987756.80675407","21697297.81732046","95125485.58773223","0.0","-0.16295567","-1.09930007","3.63374813","61267483.078764856","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"ZEDXION","USDZ","usdz","0.9961280779466337","2931252.04402103","21859152.76687392","95025430.41905764","0.0","0.18438857","-0.20368754","-0.21623945","86663142781.35713","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Angle Protocol","AGEUR","angle-protocol","1.056123808461046","2908214.25309923","21599637.38714418","86568192.51034363","0.0","-0.01362215","-0.5029325","0.63910661","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Wrapped CRO","WCRO","wrapped-cro","0.056092923761405115","2853385.61827061","20653920.37841208","82154562.77464172","0.0","-0.14500499","-6.58341813","-12.77355909","31978370.592369013","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Oasys","OAS","oasys","0.057928167492348984","2800024.67799935","19067879.3921724","88871122.06113912","0.0","-1.33267074","10.07616679","-15.46673048","579281674.9234898","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Dejitaru Tsuka","TSUKA","dejitaru-tsuka","0.06289011381240286","2789174.57954752","20622682.00035847","92268194.70430237","0.0","-0.78471971","-8.43718665","-7.79448661","62890113.81240286","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Meetin Token","METI","meetin-token","0.08166192408899604","2778086.69403364","21074995.90342794","80421278.59012729","0.0","-0.3501674","-0.40771235","-0.58946925","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Pando","PANDO","pando","0.007674289935867781","2762236.61049784","17663742.1740881","87040085.93870705","0.0","-4.51982186","188.20043265","215.31264804","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Wrapped Elrond","WEGLD","wrapped-elrond-egld","38.7921090003313","2762145.29930041","19340223.79197793","83079387.47776882","0.0","0.18333452","-5.07394507","-13.08495111","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"IMPT","IMPT","impt","0.007208221292791963","2637053.16246405","17644503.70965429","72003706.63686548","0.0","-9.29304255","-55.49419283","-61.78125923","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Compound USDT","CUSDT","compound-usdt","0.022077855175478327","2632784.15355193","19598528.52455085","86644119.89771982","0.0","0.00394257","0.02385168","0.05152005","100652335.42086901","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Wolf Game Wool","WOOL","wolf-game-wool","0.03914080504374644","2549237.97847167","18099447.57565516","72536847.9148789","0.0","-7.05141255","24.50078401","16.28830125","2998609.9526776513","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"FLOKI","FLOKI","floki-inu","8.932510904061672e-06","2485505.47498348","31044223.33322628","94323374.72212505","0.0","-1.25627369","-5.21884798","-4.3496176","89325109.04061672","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"ZEDXION","ZEDXION","zedxion","0.09219375604250078","2417823.19781622","17058025.26572795","66899971.14745914","0.0","0.75178105","1.40624683","-4.63406338","437603013.7047494","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Multichain","MULTI","multichain","3.726958421513823","2350688.26181152","18657869.32443324","79234560.30330648","0.0","0.09861235","-2.57779705","-8.89732797","372695842.1513823","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"SymVerse","SYM","symverse","0.008196271846648067","2337464.75934371","15102752.93382863","68015914.41682398","0.0","-6.25664436","-25.86479398","4.42457841","8196271.846648067","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"ETHDOWN","ETHDOWN","eth-down","1.0751886850262058","2331143.53919363","19863198.12756828","70486805.06513155","0.0","0.27434179","4.93967869","11.6531503","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Walken","WLKN","walken","0.04165856400733798","2305710.90376572","16573926.77843159","68734139.90518522","0.0","-1.31703566","-6.41697775","-2.72658992","83317128.01467596","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"EscoinToken","ELG","escointoken","3.2529453723761343","2250910.29158636","17254639.82643838","63892699.04404335","0.0","0.01923757","0.34590535","0.04529859","813236343.0940336","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"MyOwnItem","MOI","myownitem-v2","0.08102175221960656","2234692.82147704","16763070.23312945","73126211.44299234","0.0","0.37556814","-1.5606398","-2.62537738","405108761.0980328","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"WeBuy","WE","webuy","13.000901755965618","2186592.10023831","16332953.09386448","60331800.4906569","0.0","0.04815343","-7.77498375","29.01437927","32502254389.914043","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"hiCLONEX","HICLONEX","hiclonex","0.009092441082422513","2149402.78976655","16499693.00804095","59466194.5572693","0.0","5.21233838","6.2120319","19.3151404","290958.1146375204","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"ApeX Protocol","APEX","apex-token","0.34069179314682474","2044447.36971629","15552619.409218","56696516.44271567","0.0","-0.88301042","-11.30025257","-24.83055964","340691793.1468247","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Olympus v2","OHM","olympus","9.552822382145326","2033384.19532265","14400835.68061653","61160885.38643779","0.0","-0.11078149","0.03125261","3.45264493","13527073.524966864","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Frutti Dino","FDT","frutti-dino","0.10036626961565566","2027501.59772383","15191462.93411162","70098771.85187446","0.0","0.10315353","-5.36203157","-19.5519797","99686962.92081854","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Pkoin","PKOIN","pocketnet","0.48693291357487045","2012280.06444708","14984139.20079003","61641574.95882881","0.0","1.51613702","-1.25196445","-0.283587","11868989.768387467","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Soonaverse","SOON","soonaverse","0.2854086247447503","2006475.82576833","14947402.01629237","56748928.97610817","0.0","0.5762481","2.32626496","59.4582735","3605383.06783747","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"The Debt Box","DEBT","the-debt-box","13.469184981603096","1993001.67358676","11317624.69462392","62825999.87915328","0.0","0.1155326","17.574966","21.37285847","673459249.0801548","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"MAI","MIMATIC","mai","0.9924396469768837","1969455.81127438","13391487.00613824","58832643.52835201","0.0","0.08867734","0.16008452","-0.31047554","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"CanaryX","CNYX","canaryx","0.00200759898777634","1946946.83427787","13752023.95205999","55622912.15124923","0.0","1.5526021","1.60118546","-3.51819497","1257368.601455605","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Enegra (EGX)","EGX","enegra-egx","171.70109626835352","1933882.49821587","14496603.33694525","56700537.18513546","0.0","-0.06605321","-1.97096913","-1.96525964","14937995375.346756","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Dopex Rebate Token","RDPX","dopex-rdpx","33.5199446310442","1928881.21640987","14234452.69130139","66866186.40896568","0.0","-0.15394893","-4.34811221","-11.46677044","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"MiningNFT","MIT","miningnft","2.211293674467706","1826151.0790182","11682254.27322177","52750350.97233498","0.0","0.03548219","13.48999566","34.51320794","796065722.8083742","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"hiMEEBITS","HIMEEBITS","himeebits","0.02978899756607534","1821845.92654905","14268009.93849428","57044024.43326186","0.0","-3.76717818","109.30878497","486.81574519","1487662.5384498024","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"ETHUP","ETHUP","ethup","2.5761912809883274","1804405.34331046","12674218.82636504","55622464.62105597","0.0","-0.13192612","-5.450712","-13.00222285","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"BNBUP","BNBUP","bnbup","25.891947764739708","1788606.03080831","12203838.35208944","59089831.53296815","0.0","1.59333531","-8.54826849","-29.48378949","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Beldex","BDX","beldex","0.04420551563786926","1775376.74497633","13754429.1244241","56862788.91063665","0.0","0.31821806","0.16114124","14.62493559","437634604.8149057","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Carecoin","CARE","carecoinwellness","0.004093407508717112","1712335.11260284","12311434.20267174","52536669.46895624","0.0","-0.10310584","-11.03041305","-12.59058102","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
