"coin_name","coin_symbol","coin_slug","coin_price","coin_volume24h","coin_volume7d","coin_volume30d","coin_marketCap","coin_percentChange1h","coin_percentChange24h","coin_percentChange7d","coin_marketCapByTotalSupply","coin_circulatingSupply","cryptos","exchanges","market_cap","crypto_24h_volume","dominance","eth_Gas","todays_crypto_market_cap","todays_market_increase_or_decrease"
"Bitcoin Pro","BTCP","bitcoin-pro","20.543889656691274","461.56775073","3427.52117183","13911.48319996","0.0","0.0133881","-6.48489679","15.96469674","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Baby Moon Floki","FLOKI","baby-moon-floki","4.858051786241e-12","457.25060675","2941.87920511","14625.67748739","0.0","0.18644929","-8.75275601","-21.09402955","485805.1786241","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Cryptokek","KEK","cryptokek","0.004027971025999907","455.6181577","3049.43082401","13046.67235615","0.0","0.7077682","-5.84958769","-25.70640165","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Vagabond","VGO","vagabond","0.040810951937118076","455.11914497","3030.18041361","16087.7865088","0.0","0.00386752","3.57313616","10.58992165","4081095.1937118075","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"MOTIV Protocol","MOV","motiv-protocol","0.003107728480248","454.13210514","3194.71079743","14651.99548669","0.0","0.0","-8.31970431","-7.22569278","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Worthwhile","WHE","worthwhile","0.0003579648865634507","451.76016831","3072.26480096","13818.96200086","0.0","0.18644929","-7.87566141","-19.52028851","17898.244328172535","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Hare Plus","HARE PLUS","hare-plus","1.5179433209489e-11","448.23630386","3349.47571242","13936.76362504","0.0","-3.6624916","-18.75555925","88.78536131","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Nimbus Governance Token","GNBU","nimbus-governance-token","0.012887241025003797","447.66706188","3369.77902191","13336.78135903","0.0","0.18644929","6.05133919","-48.91692543","1288724.1025003798","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Class Coin","CLASS","class-coin","0.006650988980489996","445.81078833","3388.49375338","13677.07123457","0.0","0.09388628","-4.40118198","-14.34796254","702665.3931149751","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Solpad Finance","SOLPAD","solpad-finance","0.00013139239346895867","445.26194556","3065.74434451","14701.90388116","0.0","0.01778216","-2.09639146","-5.62305205","25768.58213017845","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Metakings","MTK","metakings","0.00030462127248537366","444.81999298","2855.99140725","13667.59213929","0.0","0.00322685","3.72894583","-8.03388398","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"GooseFX","GOFX","goosefx","0.004610281713260376","443.3539415","3241.78611842","12905.09218954","0.0","0.39190481","-1.45333473","-9.38733738","3227197.1992822634","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"DEIP Protocol","DEIP","deip-protocol","7.53202127662988e-05","440.97367997","3792.18643535","12407.30462058","0.0","14.53092584","11.74246954","3.73853461","301280.8510651952","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Metaverse ALL BEST ICO","METAALLBI","metaverse-all-best-ico","1.2328058206719178e-05","440.45029293","3176.67453951","12763.08155609","0.0","0.18644929","-16.11850148","19.53642038","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Librium Tech","LIB","librium-tech","0.0001908403597598169","439.99999237","3073.7246457","13253.61455537","0.0","0.18644929","-6.30621852","-21.00706631","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Glowston","GLON","glowston","1.036298970705377e-09","439.80640549","2781.54229005","13251.68100604","0.0","-1.29855938","-6.89952229","-14.49503422","103629.8970705377","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"A2A","A2A","a2a-50x-com","0.011199018395141903","439.4562778","3373.6127046","12321.10849972","0.0","-0.08080447","-2.33863256","-5.6043489","2394504.3209666032","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"MinerBlox","MBLOX","minerblox","0.00595681629399697","439.40395416","2903.44251116","13644.97092585","0.0","-0.99338279","-11.17925564","-41.36222775","595681.629399697","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"MapMetrics","MMAPS","mapmetrics","0.0029698054388769884","439.07458966","3154.64182164","14077.34666781","0.0","0.00089787","5.80108695","-12.07587338","190913969.36645615","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Grave","GRVE","grave","0.046204251314800666","438.97150277","2897.91889584","12382.12752988","0.0","-0.33191721","-2.83927331","-12.84366837","2124933.517967683","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"IoTex Pad","TEX","iotex-pad","0.010684235059694989","437.10009831","3238.63183239","11907.05051148","0.0","-0.12217619","-1.15106072","-2.96246826","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Zelda Inu","ZLDA","zelda-inu","0.00482409401276188","436.84323345","2986.6431992","13817.48042054","0.0","0.18644929","-5.05157373","-18.15584447","2894456.407657128","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"The Everlasting Parachain","ELP","the-everlasting-parachain","0.02301353655861757","435.45799553","2985.33171085","12038.7363818","0.0","-0.00782313","-2.53511363","-7.94233372","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Space Crypto (SPE)","SPE","space-crypto-spe","0.0009837779179216585","434.65622421","3011.11295782","12809.07149256","0.0","0.09695604","0.3028874","-1.5628793","983777.9179216585","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Honey Deluxe Token","HONEYD","honey-deluxe-token","0.06276041834495398","434.24586918","3101.06835376","13775.47821273","0.0","0.89593384","9.4624285","4.61742379","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Proton Loan","LOAN","proton-loan","2.5051116214590087e-05","432.89587498","3158.20345763","13631.83772422","0.0","0.00392879","-10.77853909","-7.54933578","1848178.7698710773","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Oh! Finance","OH","oh-finance","0.003155197112160376","432.727339","2860.50313689","12250.55808267","0.0","-0.20563773","-5.55234985","-12.00084317","43678.47270104844","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"XGOLD COIN","XGOLD","xgold-coin","0.0021359127253037986","430.29778174","2762.50037789","14009.56236125","0.0","0.60168233","-20.04498291","2.22808285","213591.27253037985","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"VYNK CHAIN","VYNC","vynk-chain","9.504905348108068e-05","426.23675633","2755.09115958","13767.48682912","0.0","0.06666008","-1.72759742","19.61987073","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"HODLX","HODLX","hodlx","2.5634522552739167e-06","424.59513082","3258.42696153","12136.70316292","0.0","0.18644929","-8.86850078","-19.37103222","55956.0812013853","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"KEYS","KEYS","keys-token","0.004200625232173208","423.2343567","3041.39842841","12186.41977062","0.0","-0.01260381","-3.26950765","-13.75487455","4179622.106012342","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"JEFE TOKEN","JEFE","jefe-token","4.09539416535868e-10","421.42613634","2901.74231571","12791.66248976","0.0","0.07765685","-3.33205292","3.55106679","409539.416535868","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"BUSDX","BUSDX","busdx","0.0003244858261213691","420.30852376","2849.86087563","13034.05670454","0.0","0.18644929","-5.97798081","-21.32180835","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Nifty League","NFTL","nifty-league","0.0006016447055049244","419.1946455","3224.27005298","11332.98888146","0.0","-0.01260381","-2.08757891","-6.96012656","231091.85411996138","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"HatchyPocket","HATCHY","hatchypocket","0.0013073398988057564","418.30451048","3061.29655418","12516.23815822","0.0","-1.00053275","22.29954945","85.75686636","1307339.8988057564","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"One Basis","OBS","one-basis-cash","0.12201507295763443","418.1893745","3139.42365246","11918.56609506","0.0","0.95397885","-5.31342685","-7.95857938","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"DecentralizedUnited","DCU","decentralizedunited","0.000184255832509952","412.41049184","3001.02932638","11723.00500613","0.0","0.41333081","-4.51395029","-16.8102529","368511.665019904","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Age of Tanks","A.O.T","age-of-tanks","0.0005558019530988136","411.9185253","2638.34584584","12675.64074171","0.0","0.0856484","-2.79374313","-7.83661344","166740.5859296441","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"SHUMI","SHUMI","shumi","2.2712862604426796e-06","408.09030747","2742.14643708","12522.90124927","0.0","0.18644929","-9.13656832","-35.39413215","47697.011469296274","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Cricket Star Manager","CSM","cricket-star-manager","0.015052404543449596","405.02791778","2882.60539654","12808.42806189","0.0","0.00089787","-0.93989531","-9.94730384","1505240.4543449597","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Magic Manor","MGC","magic-manor","0.031130315659388112","403.65856499","2592.55500765","11076.51991091","0.0","0.04175021","-0.10864517","-4.12821061","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Speed Star JOC","JOC","speed-star-joc","5.3960033587827796e-05","400.95377053","2982.47417456","10855.44642879","0.0","-1.21367356","-3.61279253","-17.78377533","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"gotEM","GOTEM","gotem","0.00031945212610950935","399.97721552","2855.57548635","13111.95498241","0.0","0.00265182","-5.72458122","-6.77369919","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Iron Bank","IB","iron-bank","1.2453058486419002","399.34235382","2698.94450627","12329.06291491","0.0","0.08224412","0.63387864","-9.78682008","9090732.695085872","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"LimitSwap","LIMIT","limitswap","5.096198418939877","399.09804628","2556.16775875","13022.06558531","0.0","-0.01260381","-6.48865017","-5.46406835","152885.9525681963","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"EverEarn","EARN","everearn","1.2016501163578485e-05","398.72098209","2527.75770131","12785.69038758","0.0","0.18644929","-5.7223618","-20.40338427","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Starz","STZ","starz","0.0003562775463695838","397.66922203","2771.66672102","12813.30418081","0.0","0.19081461","-8.91745506","-40.40413558","356277.5463695838","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"BabyApeFunClub","BAFC","babyapefunclub","1.06275139843034e-10","397.41319048","2771.2884378","11742.74772751","0.0","0.18644929","-2.79795172","-16.18214972","106275.139843034","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"OASISBloc","OSB","oasisbloc","0.008072166228738796","395.10607537","2778.1043406","12494.54701045","0.0","0.00386752","0.019156","37.50458729","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Apedoge","APED","apedoge","2.128176533338024e-05","391.20504672","2683.75877673","12529.98591154","0.0","0.18644929","-16.43147885","-21.13879209","21281.76533338024","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"IOTEN","IOTN","ioten","0.00011212949868971342","390.3452697","2500.68787414","10638.04851586","0.0","0.84187707","-4.49677112","-0.2373672","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Guzzler","GZLR","guzzler","5.198733946505854e-06","390.32214654","2669.0400115","11805.60583859","0.0","-0.01260381","-2.49236322","-7.74479114","519873.3946505854","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Teh Golden One","GOLD 1","teh-golden-one","5.8770793901585214e-05","389.7861899","2633.53623584","12271.70730621","0.0","-0.01260381","-2.13756195","-7.47646826","587707.9390158522","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Sirius Finance","SRS","sirius-finance","0.0005801556893021687","387.7042525","2615.55880607","12504.09000912","0.0","0.00386752","-1.67608393","-10.75243201","580155.6893021687","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Konstellation Network","DARC","konstellation-network","0.002088673698784753","386.7041647","2682.75467095","11973.34067094","0.0","-0.29092742","-7.56220324","-20.07559002","2088673.698784753","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Krogan","KRO","krogan","0.0019266228084900971","385.18493599","2951.72315905","11115.06850837","0.0","0.00089787","-1.15131858","-2.70402387","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"BALI TOKEN","BLI","bali-token","4.047259237715303e-09","384.66751606","2696.76747012","11868.3035774","0.0","0.19176002","-11.63306021","-22.26144317","3642533.3139437726","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Scorefam","SFT","scorefam","7.73735756032286e-05","383.60551071","2801.46703456","11282.47861232","0.0","0.17912057","15.09505394","-58.32614021","38686.7878016143","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Llamaverse","SPIT","llamaverse","0.047981071419069016","383.36065096","2454.69219723","12554.28181162","0.0","-0.02076638","7.61370578","-40.12357407","4798107.141906901","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"USD Open Dollar","USDO","usd-open-dollar","0.07990445589395823","382.98162365","2839.65037883","11157.19370607","0.0","0.16559534","-5.08963261","-18.675847","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"XTblock","XTT-B20","xtblock","0.019702534906605975","382.76632515","2440.70388844","11657.79825488","0.0","0.06641365","0.43321787","-15.71815876","6864788.125436923","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Dogggo","DOGGGO","dogggo","1.809316654911077e-09","382.00626648","2808.84166282","12225.2917714","0.0","0.09497988","-4.98223426","-10.47003106","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"MetaSetGO","MSGO","metasetgo","0.002810201078287086","381.91230881","2725.62247124","11936.37429238","0.0","0.18644929","-7.24522256","-15.94724158","281020.1078287086","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Risu","RISU","risu","5.1582920180650517e-05","381.34129533","2590.48096599","12314.36008342","0.0","-0.44199913","-21.16215419","-15.49019042","51582.920180650515","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Hintchain","HINT","hintchain","0.0005637576719880001","379.92156811","2728.39058962","4105.31424169","0.0","-15.25131972","-15.54820395","-18.3010166","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Foundation","FND","foundation","8.867837108581366e-07","379.64488547","2871.13091926","11634.58151717","0.0","-0.01260381","-8.33172165","-14.34049239","88678.37108581366","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Vexchange","VEX","vexchange","0.0314852706737945","378.59026808","2405.42752622","11734.39399809","0.0","0.02272338","-5.70420098","-14.51651532","3148527.06737945","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Ninja Squad Token","NST","ninja-squad-token","0.19428679587766343","376.91920529","2557.08596186","11066.40625151","0.0","-0.01260381","-4.68182816","0.5573944","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Matic Launchpad","MATICPAD","matic-launchpad","0.00011347446497192516","371.52268606","2694.76598644","12065.96672218","0.0","0.18644929","-7.79652106","-33.7205199","567372.3248596258","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"The Monopolist","MONO","the-monopolist","7.875361290314394e-05","370.1375298","2670.0783058","11690.78436282","0.0","0.04574671","2.93662399","5.9635158","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"SpiderDAO","SPDR","spiderdao","0.0001420381170360482","367.30848341","2537.9079662","10957.13690749","0.0","0.00386752","1.71822081","3.83661768","142038.1170360482","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Croking","CRK","croking","2.91191941029308e-10","366.4082932","2411.67038788","10392.47916827","0.0","-0.33191721","-5.09295649","-5.24886576","291191.941029308","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"OtherDAO","OTHR","otherdao","0.14666849405385832","365.47735655","2719.16347445","10321.29955456","0.0","-3.12605316","-3.12605316","-3.12605316","146668.49405385833","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Starcro","XSC","starcro","0.07421991749348435","363.53933424","2638.67935282","11507.77761148","0.0","0.00386752","0.019156","49.02403421","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Rising Sun","SUN","rising-sun","1.8184852e-17","363.41635547","2547.12666303","11266.24769921","0.0","0.19201996","-21.54938903","-99.36539973","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"LAMEA","LAMEA","lamea","6.554686679082481e-05","362.87433537","2531.91564177","10496.06845376","0.0","1.09424685","-16.47565877","-62.25662236","65546.86679082482","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Speed Star SPEED","SPEED","speed-star-speed","1.2964755628309403e-05","362.72275635","2786.11715442","11831.56348342","0.0","-1.26134439","5.49904924","-20.32114542","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Baby Bali","BB","baby-bali","1.58602727280061e-10","361.80681867","2557.61698103","10739.85551274","0.0","0.18580178","-6.19470105","-17.49394754","158602.727280061","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"PumpETH","PETH","pumpeth","1.182095280925604e-05","360.95487399","2662.29863854","10707.33471753","0.0","0.46823291","77978.05515987","6175256.01663461","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Pundi X PURSE","PURSE","purse","0.000168800406917476","359.77101598","2383.82299895","9858.30658738","0.0","0.00264816","-0.46323938","-2.4884525","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"COMMUNIQUE","CMQ","communique","0.019862674969096668","358.88389289","2634.28492283","11073.36764397","0.0","0.00264816","0.53269754","17.78993813","0.0","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"SpiceUSD","USDS","spiceusd","0.2618762824901223","358.78484259","2762.28495623","10771.54536919","0.0","1.00146292","-4.25399609","-21.52359558","1557699.3122910901","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Algodex Token","ALGX","algodex-token","0.00017582558305719444","357.49644072","2389.74904622","11303.30525107","0.0","1.09693773","-6.54760162","-22.87656853","1054953.4983431667","0.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
