"name","sku","page_url","specifications","img_url"
"5-pin 35/10/35 double cylinder - nickel plated","DP007204","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/cylinders/keyed-to-differ/5-pin-35-10-35-double-cylinder-nickel-plated","A 5-pin double cylinder designed with a euro profile, available in satin nickel and polished brass.","https://d3oaxe41u6vpgy.cloudfront.net/DP007205X.jpg"
"Double cylinder","DP007211","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/cylinders/keyed-to-differ/double-cylinder","A double cylinder designed with a euro profile, providing enhanced security with a key being required to open from both the inside and outside. available in different finishes to suit your needs and supplied with 3 keys.","https://d3oaxe41u6vpgy.cloudfront.net/DP007205X.jpg"
"35/10/35 5 pin euro profile double cylinder - nickel plated ","DH002999-B","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/cylinders/keyed-to-differ/35-10-35-5-pin-euro-profile-double-cylinder-nickel-plated","5 pin euro profile double cylinder for use with euro profile lockcases",""
"45/10/45 5 pin euro profile double cylinder - nickel plated ","DH002999-D","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/cylinders/keyed-to-differ/45-10-45-5-pin-euro-profile-double-cylinder-nickel-plated","5 pin euro profile double cylinder for use with euro profile lockcases",""
"25/10/25 5 pin euro profile cylinder and thumturn - nickel plated","DH003002-A","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/cylinders/keyed-to-differ/25-10-25-5-pin-euro-profile-cylinder-and-thumturn-nickel-plated","5 pin euro profile double cylinder and thumbturn for use with euro profile lockcases",""
"30/10/30 5 pin euro profile double cylinder - nickel plated ","DH002999","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/cylinders/keyed-to-differ/30-10-30-5-pin-euro-profile-double-cylinder-nickel-plated","5 pin euro profile double cylinder for use with euro profile lockcases",""
"30/10/30 5 pin euro profile double cylinder - brass","DH003000","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/cylinders/keyed-to-differ/30-10-30-5-pin-euro-profile-double-cylinder-brass","5 pin euro profile double cylinder for use with euro profile lockcases",""
"Cylinder and turn 35/10/35 - polished brass","DP007215","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/cylinders/keyed-to-differ/cylinder-and-turn-35-10-35-polished-brass","A thumb turn cylinder designed with a euro profile,  the thumb turn feature allows you to easily open and close doors from the inside. available in different finishes and supplied with 3 keys.","https://d3oaxe41u6vpgy.cloudfront.net/DP007206.jpg"
"40/10/40 5 pin euro profile double cylinder - nickel plated ","DH002999-C","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/cylinders/keyed-to-differ/40-10-40-5-pin-euro-profile-double-cylinder-nickel-plated","5 pin euro profile double cylinder for use with euro profile lockcases",""
"30/10/30 5 pin euro profile cylinder and thumturn - nickel plated","DH003002","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/cylinders/keyed-to-differ/30-10-30-5-pin-euro-profile-cylinder-and-thumturn-nickel-plated","5 pin euro profile double cylinder and thumbturn for use with euro profile lockcases",""
"30/10/30 5 pin euro profile cylinder and thumturn - satin aluminium","DH003002-AL","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/cylinders/keyed-to-differ/30-10-30-5-pin-euro-profile-cylinder-and-thumturn-satin-aluminium","5 pin euro profile double cylinder and thumbturn for use with euro profile lockcases",""
"30/10/5 single cylinder - nickel plated","DP007998","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/cylinders/keyed-to-differ/30-10-5-single-cylinder-nickel-plated","A single cylinder designed with a euro profile, a single cylinder only requires keyed entry on one side providing you with convience. available in different finishes and supplier with 3 keys.","https://d3oaxe41u6vpgy.cloudfront.net/DH004952.JPG"
"Single cylinder polished brass","DP007997","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/cylinders/keyed-to-differ/single-cylinder-polished-brass","A single cylinder designed with a euro profile, a single cylinder only requires keyed entry on one side providing you with convience. available in different finishes and supplier with 3 keys.","https://d3oaxe41u6vpgy.cloudfront.net/DP007997.jpg"
"Euro profile 70mm 5 pin thumbturn cylinder - nickel plated","FB126","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/cylinders/keyed-to-differ/euro-profile-70mm-5-pin-thumbturn-cylinder-nickel-plated","Thumbturn cylinder for use with euro profile locks",""
"6-pin double cylinder polished brass","J-U6PED3535PL","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/cylinders/keyed-to-differ/6-pin-double-cylinder-polished-brass","A double cylinder designed with a euro profile, providing enhanced security with a key being required to open from both the inside and outside. available in different finishes to suit your needs and supplied with 3 keys.","https://d3oaxe41u6vpgy.cloudfront.net/J%20U6PED4040SN.jpg"
"6-pin double cylinder and turn nickel plated","J-U6PET3535SN","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/cylinders/keyed-to-differ/6-pin-double-cylinder-and-turn-nickel-plated","A thumb turn cylinder designed with a euro profile,  the thumb turn feature allows you to easily open and close doors from the inside. available in different finishes and supplied with 3 keys.","https://d3oaxe41u6vpgy.cloudfront.net/J-U6PET3535SN.jpg"
"6-pin double cylinder nickel plated","J-U6PED3535SN","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/cylinders/keyed-to-differ/6-pin-double-cylinder-nickel-plated","A 6-pin double cylinder designed with a euro profile, providing enhanced security with a key being required to open from both the inside and outside. available in different finishes to suit your needs and supplied with 3 keys.","https://d3oaxe41u6vpgy.cloudfront.net/J%20U6PED4040SN.jpg"
"1 star 30/10/30 cylinder and turn - nickel plated","DP007800","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/cylinders/keyed-to-differ/1-star-30-10-30-cylinder-and-turn-nickel-plated","Cylinder and turn for use with euro profile locks",""
"Cylinder and turn 35/10/45 - polished brass","DP007215X","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/cylinders/keyed-to-differ/cylinder-and-turn-35-10-45-polished-brass","A thumb turn cylinder designed with a euro profile,  the thumb turn feature allows you to easily open and close doors from the inside. available in different finishes and supplied with 3 keys.","https://d3oaxe41u6vpgy.cloudfront.net/DP007206.jpg"
"Offset double cylinder 40/10/50 - nickel plated ","DP007205X","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/cylinders/keyed-to-differ/offset-double-cylinder-40-10-50-nickel-plated","An offset double cylinder designed with a euro profile, providing enhanced security with a key being required to open from both the inside and outside, the offset double cylinder is ideal for upvc or composite doors.","https://d3oaxe41u6vpgy.cloudfront.net/DP007205X.jpg"
"5-pin 35/10/45 double cylinder - nickel plated","DP007204X","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/cylinders/keyed-to-differ/5-pin-35-10-45-double-cylinder-nickel-plated","A double cylinder designed with a euro profile, providing enhanced security with a key being required to open from both the inside and outside. available in different finishes to suit your needs and supplied with 3 keys.","https://d3oaxe41u6vpgy.cloudfront.net/DP007205X.jpg"
"Offset cylinder and turn 40/10/50 - nickel plated ","DP007209X","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/cylinders/keyed-to-differ/offset-cylinder-and-turn-40-10-50-nickel-plated","An offset thumb turn cylinder designed with a euro profile,  the thumb turn feature allows you to easily open and close doors from the inside. available in different finishes and supplied with 3 keys.","https://d3oaxe41u6vpgy.cloudfront.net/DP007206.jpg"
"Double cylinder polished brass","DP007212X","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/cylinders/keyed-to-differ/double-cylinder-polished-brass","A double cylinder designed with a euro profile, providing enhanced security with a key being required to open from both the inside and outside. available in different finishes to suit your needs and supplied with 3 keys.","https://d3oaxe41u6vpgy.cloudfront.net/DP007205X.jpg"
"Offset double cylinder 40/10/45 - nickel plated ","DP007205Y","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/cylinders/keyed-to-differ/offset-double-cylinder-40-10-45-nickel-plated","An offset double cylinder designed with a euro profile, providing enhanced security with a key being required to open from both the inside and outside, the offset double cylinder is ideal for upvc or composite doors.","https://d3oaxe41u6vpgy.cloudfront.net/DP007205X.jpg"
"Cylinder and turn 35/10/45 - nickel plated","DP007208X","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/cylinders/keyed-to-differ/cylinder-and-turn-35-10-45-nickel-plated","A thumb turn cylinder designed with a euro profile,  the thumb turn feature allows you to easily open and close doors from the inside. available in different finishes and supplied with 3 keys.","https://d3oaxe41u6vpgy.cloudfront.net/DP007206.jpg"
"UNION keyPRIME�","UNION keyPRIME�","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/cylinders/master-keyed/union-keyprime","keyPRIME� is a sleek, modern cylinder system designed with economy, safety, and security in mind for all modern building requirements. The cylinder platform boasts secure patented protection until 2036 and is tested to the stringent requirements of EN 1303","https://d3oaxe41u6vpgy.cloudfront.net/UNIONkeyPRIMEcylinder.png"
"UNION keyULTRA�","UNION keyULTRA�","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/cylinders/master-keyed/union-keyultra","keyULTRA� is UNION�s flagship master key platform with a trusted serrated key technology and a superior, robust build quality. The range has secure patent protection until 2028 and is tested to the stringent requirements of EN 1303:2005. The exclusive 6 pi","https://d3oaxe41u6vpgy.cloudfront.net/KeyUltra.jpg"
"SH50BO / SH50SO high security padlocks","J-SH50SO-6P","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/sh50bo-sh50so-high-security-padlocks","Range of high security padlocks.Perimeter security/gatesOutbuildingsWarehouse/workshopsSecuring portable industrial equipment55mm open shackleKey operation to lock and unlockKey retention upon unlockingHigh �security padlockOpen shackle designDouble ball l","https://d3oaxe41u6vpgy.cloudfront.net/J-SH50SO-6P.jpeg"
"5 pin high security padlock","JM-SH50SO-5P","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/5-pin-high-security-padlock","A 5 pin high security padlock that�s ideal for gates and outbuildings.","https://d3oaxe41u6vpgy.cloudfront.net/JM-SH50SO-5P.jpeg"
"Armoured steel padlock","DP052030","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/armoured-steel-padlock","Armoured steel padlock made out of high-quality armoured steel to give it unmatched strength","https://d3oaxe41u6vpgy.cloudfront.net/DP052030.jpg"
"Discus steel padlock","DP052025","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/discus-steel-padlock","A discus steel padlock that is high security and suitable for outdoor use.","https://d3oaxe41u6vpgy.cloudfront.net/DP052025.jpg"
"31022 / 310221 cylinder padlock","JM31022-1.50","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/31022-310221-cylinder-padlock","Range of padlocks for general use.Snaplocking, key required to unlockNon �key retention, shackle is spring loadedShackle is retained when padlock is openAvailable with long shackle clearance for different applications (310221)Supplied with 2 nickel silver ","https://d3oaxe41u6vpgy.cloudfront.net/JM31022-1.50.jpeg"
"38mm extended shackle master keyed padlock","JM312252-1.50","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/38mm-extended-shackle-master-keyed-padlock","38mm extended shackle master keyed padlock. ideal for general use.","https://d3oaxe41u6vpgy.cloudfront.net/JM312252-1.50.jpeg"
"5 pin cylinder padlock brass","JM3102-2.00","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/5-pin-cylinder-padlock-brass","5 pin cylinder padlock with a brass body, ideal for general use.","https://d3oaxe41u6vpgy.cloudfront.net/JM3102-2.00.jpeg"
"63.5mm 5 pin cylinder padlock brass","JM3122-2.50","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/63-5mm-5-pin-cylinder-padlock-brass","63.5mm, 5 pin cylinder padlock with a brass body, ideal for general use.","https://d3oaxe41u6vpgy.cloudfront.net/JM3122-2.50.jpeg"
"5 pin padlock brass","JM3102-1.50","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/5-pin-padlock-brass","5 pin cylinder padlock with a brass body, ideal for general use.","https://d3oaxe41u6vpgy.cloudfront.net/JM3102-1.50.jpeg"
"39.5mm 5 pin cylinder padlock","JM3122-1.50","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/39-5mm-5-pin-cylinder-padlock","39.5mm, 5 pin cylinder padlock with a brass body, ideal for general use.","https://d3oaxe41u6vpgy.cloudfront.net/JM3122-1.50.jpeg"
"51mm 5 pin cylinder padlock","JM3142-2.00","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/51mm-5-pin-cylinder-padlock","51mm, 5 pin cylinder padlock with a brass body, ideal for general use.","https://d3oaxe41u6vpgy.cloudfront.net/JM3142-2.00.jpeg"
"6 pin cylinder padlock","JM3102-1.506P","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/6-pin-cylinder-padlock","A 6 pin high security padlock that�s ideal for general use.","https://d3oaxe41u6vpgy.cloudfront.net/JM3102%201%20506P.jpg"
"52mm 5 pin cylinder padlock brass","JM3122-2.00","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/52mm-5-pin-cylinder-padlock-brass","52mm, 5 pin cylinder padlock with a brass body, ideal for general use.","https://d3oaxe41u6vpgy.cloudfront.net/J3122-2.00.jpg"
"40mm brass padlock with long hardened steel shackle","MAS140EURDLH","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/40mm-brass-padlock-with-long-hardened-steel-shackle","Brass padlock for general use",""
"40mm brass padlock with hardened steel shackle (x2)","MAS140EURT","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/40mm-brass-padlock-with-hardened-steel-shackle-x2","Brass padlock for general use",""
"50mm brass padlock with hardened steel shackle (x2)","MAS150EURT","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/50mm-brass-padlock-with-hardened-steel-shackle-x2","Brass padlock for general use",""
"40mm aluminium combination padlock - brushed finish","MAS7640EURD","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/40mm-aluminium-combination-padlock-brushed-finish","Aluminium combination padlock for general use",""
"40mm aluminium combination padlock with long shackle - black finish","MAS7640EURDBLKLH","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/40mm-aluminium-combination-padlock-with-long-shackle-black-finish","Aluminium combination padlock for general use",""
"30mm aluminium padlock with black vinyl cover","MAS9130EURDBLK","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/30mm-aluminium-padlock-with-black-vinyl-cover","Aluminium padlock for general use",""
"40mm aluminium padlock with black vinyl cover","MAS9140EURDBLK","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/40mm-aluminium-padlock-with-black-vinyl-cover","Aluminium padlock for general use",""
"48mm laminated steel padlock with weatherproof cover","MASM115EURDLF","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/48mm-laminated-steel-padlock-with-weatherproof-cover","Laminated steel padlock for use in harsh weather conditions",""
"50mm brass combination padlock","MASM175EURDLH","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/50mm-brass-combination-padlock","Brass combination padlock for use in harsh weather conditions",""
"45mm laminated steel padlock","MASM1EURDLF","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/45mm-laminated-steel-padlock","Laminated steel padlock for use in harsh weather conditions",""
"80mm stainless steel padlock with shrouded oct carb shackle","MASM50EURD","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/80mm-stainless-steel-padlock-with-shrouded-oct-carb-shackle","Stainless steel padlock with shrouded shackle for use in harsh weather conditions",""
"50mm laminated steel padlock","MASM5BEURD","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/50mm-laminated-steel-padlock","Laminated steel padlock for use in harsh weather conditions",""
"50mm laminated steel padlock with long shackle","MASM5EURDLJ","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/50mm-laminated-steel-padlock-with-long-shackle","Laminated steel padlock with long shackle for use in harsh weather conditions",""
"Combination padlock - double locking","DP052015","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/combination-padlock-double-locking","Combination padlock for general use","https://d3oaxe41u6vpgy.cloudfront.net/DP052015.jpg"
"Hercules padlock","BP-1K57A-0K","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/hercules-padlock","Robust concealed shackle padlock","https://d3oaxe41u6vpgy.cloudfront.net/BP-1K57A-0K.jpeg"
"Cruiser padlock","BP-1K21","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/cruiser-padlock","Close shackle tough padlock for use in security applications","https://d3oaxe41u6vpgy.cloudfront.net/BP-1K21.jpeg"
"Battleship padlock","BP-1K11-0K","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/battleship-padlock","Close shackle tough padlock for use in security applications","https://d3oaxe41u6vpgy.cloudfront.net/BP-1K11-0K.jpeg"
"63.5mm 5 pin cylinder padlock brass body","J3122-2.50","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/63-5mm-5-pin-cylinder-padlock-brass-body","63.5mm, 5 pin cylinder padlock with a brass body, ideal for general use.","https://d3oaxe41u6vpgy.cloudfront.net/J3122-2.50.jpg"
"5 pin padlock","J3102-2.00","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/5-pin-padlock","5 pin cylinder padlock with a brass body, ideal for general use.","https://d3oaxe41u6vpgy.cloudfront.net/J3102-2.00.jpg"
"Brass, cylinder padlock","J3122-2.00","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/brass-cylinder-padlock","Brass padlock, ideal for general use.&nbsp;Body&nbsp;Width:&nbsp;39.5mm&nbsp;(1.5�),&nbsp;52mm&nbsp;(2�),&nbsp;63.5mm&nbsp;(2.5�)
Body&nbsp;Material:&nbsp;Brass
Shackle&nbsp;Material:&nbsp;Hardened&nbsp;steel,&nbsp;chrome&nbsp;finish
Cylinder&nbsp;Type:&nb","https://d3oaxe41u6vpgy.cloudfront.net/J3122-2.00.jpg"
"39.5mm padlock","JP3122-1.50","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/39-5mm-padlock","39.5mm, 5 pin cylinder padlock with a brass body, ideal for general use.","https://d3oaxe41u6vpgy.cloudfront.net/JP3122150.PNG"
"52mm padlock","JP3122-2.00","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/52mm-padlock","52mm padlock with a brass body, ideal for general use.","https://d3oaxe41u6vpgy.cloudfront.net/JP3122200.PNG"
"3102 39.5mm Padlock","JP3102-1.50","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/3102-39-5mm-padlock","39.5mm padlock with a brass body, ideal for general use.","https://d3oaxe41u6vpgy.cloudfront.net/JP3102150.PNG"
"55mm high security padlock","J-SH50SO-KT","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/55mm-high-security-padlock","55mm padlock with a brass body, ideal for general use.","https://d3oaxe41u6vpgy.cloudfront.net/J-SH50SO-KT.jpeg"
"Ava brass padlock","B-1K42","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/ava-brass-padlock","A brass padlock is an ideal solution for securing portable industrial equipment.Key retention when the padlock is unlockedHardened steel unsprung shackleKeyed to differ supplied with 2 keysPlease specify number of keys required for keyed alike or master ke","https://d3oaxe41u6vpgy.cloudfront.net/B%201K42.jpg"
"Padbar","B-7B018","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/padbar","A high-grade malleable cast iron pad bar with a hardened steel staple.Anti-drillForce resistantTamper-resistantCorrosion-resistantDoor Thickness �38mm - �70mmHasp Material �Cast IronStaple Material �Hardened Steel","https://d3oaxe41u6vpgy.cloudfront.net/B%207B018.jpg"
"Cruiser padlocks & keys","B-1K21-SK","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/cruiser-padlocks-keys","Close shackle tough padlock for use on security applications.","https://d3oaxe41u6vpgy.cloudfront.net/B%201K21%20SK.jpg"
"3102 / 310251 / 310252 cylinder padlock","J3102-1.50","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/3102-310251-310252-cylinder-padlock","Range of padlocks for general use.Snaplocking, key required to unlock&nbsp;Non �key retention, shackle is spring loadedShackle is retained when padlock is openAvailable with long (310251) or extra�long (310252) shackle clearances for different applications","https://d3oaxe41u6vpgy.cloudfront.net/J3102-1.50.jpg"
"3104 / 310441 / 310442 cylinder padlock","J3104","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/3104-310441-310442-cylinder-padlock","3104 / 310441 / 310442 cylinder padlocks ideal for general use.Body Width: 34mmBody Material: BrassShackle Material: Manganese bronzeCylinder Type: 4� pin tumbler mechanismKeying Groups: May be supplied standard differ, keyed alike, keyed to pass or master","https://d3oaxe41u6vpgy.cloudfront.net/J3104.jpg"
"3122 / 312251 / 312252 cylinder padlock","J3122-1.50","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/padlocks/3122-312251-312252-cylinder-padlock","Range of padlocks for general use.Snaplocking, key required to unlock&nbsp;Non �key retention, shackle is spring loadedShackle is retained when padlock is openAvailable with long (312251) or extra�long (312252) shackle clearances for different applications","https://d3oaxe41u6vpgy.cloudfront.net/J3122-1.50.jpg"
"Codeguard 5 intumescent kit","J8607CG5-IK","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/pushbutton-locks/codeguard/codeguard-5-intumescent-kit","Intumescent kit suitable for use on timber fire doors and has 30 & 60 minute fire resistance with the intumescent expanding when heated to protect the door fittings and help prevent the spread of fire. the self adhesive backing ensures a quick and easy ins","https://d3oaxe41u6vpgy.cloudfront.net/J8607CG5%20SS.jpg"
"Codeguard 5 lockset","J8607CG5-SS","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/pushbutton-locks/codeguard/codeguard-5-lockset","Designed from the ground up be the toughest push button lock you can find, codeguard 5 has been far beyond the limits of lesser devices. this is access control as you have never seen before; real security that truly protects people and assets even under de","https://d3oaxe41u6vpgy.cloudfront.net/J8607CG5%20SS.jpg"
"Digital door lock - standard polished brass","DP-X150PB","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/pushbutton-locks/digital-door-lock/digital-door-lock-standard-polished-brass","","https://d3oaxe41u6vpgy.cloudfront.net/X150PB.jpg"
"Digital door lock - standard - satin chrome","DP-X150SG","https://www.uniononline.co.uk/uk/en/products/locks-and-cylinders/pushbutton-locks/digital-door-lock/digital-door-lock-standard-satin-chrome","Digital door lock for use on wooden doors","https://d3oaxe41u6vpgy.cloudfront.net/X150PB.jpg"
"Retro-V adjustable size EN 3-4 door closer","J-RETROV-SIL","https://www.uniononline.co.uk/uk/en/products/door-controls/rack-and-pinion/retro-v-adjustable-size-en-3-4-door-closer","Adjustable size 3-4 door closer that retro-fits 2003 door closer but also ideal for 1st fit applications. This door closer has been designed to blend with other traditional door closers that have been used or are currently fixed to other doors nearby. It i","https://d3oaxe41u6vpgy.cloudfront.net/J-RETROV-SIL.jpg"
"CE26V adjustable size EN 2-6 door closer","J-CE26V-SIL","https://www.uniononline.co.uk/uk/en/products/door-controls/rack-and-pinion/ce26v-adjustable-size-en-2-6-door-closer","The CE26V rack and pinion closer is easy to adjust betweenpower size 2-�6, offering great flexibility to the specifier andinstaller.Easy to fitAdjustable power size 2-�6Maximum door width 1400mmMaximum door weight 120kgAdjustable closing and latching speed","https://d3oaxe41u6vpgy.cloudfront.net/CE26V.jpg"
"CE24V adjustable size EN 2-4 door closer","J-CE24V-SIL","https://www.uniononline.co.uk/uk/en/products/door-controls/rack-and-pinion/ce24v-adjustable-size-en-2-4-door-closer","Size 2-4 door closer with an adjustable backset as well as an adjustable closing and latching speed. The CE24V also retro fits Briton 1100.&nbsp;","https://d3oaxe41u6vpgy.cloudfront.net/J%20CE24V%20SIL.jpg"
"CE3F EN3 door closer","J-CE3F-SIL","https://www.uniononline.co.uk/uk/en/products/door-controls/rack-and-pinion/ce3f-en3-door-closer","UNION fixed power size 3 entry-level door closer with link arm.Closing force: EN 3Mechanism: Rack and pinionClosing speed: Variable between 130�-15�Latching speed: Variable between 15�-0�Door width up to: 950mmMaximum door weight: 60kgMaximum opening angle","https://d3oaxe41u6vpgy.cloudfront.net/CE3F.jpg"
"6900 series slimline EN 2 - 4 door closer","20070039","https://www.uniononline.co.uk/uk/en/products/door-controls/cam-motion/6900-series-slimline-en-2-4-door-closer","Exidor's 6900 series slimline door closer, power size 2 - 4 is an elegant slimline closer. With just 35mm projection from the door, a sleek cover and matching arm and channel, this closer is ideal for the most aesthetic of environments.","https://d3oaxe41u6vpgy.cloudfront.net/6000.jpg"
"6905 series slimline EN 2 - 4 door closer","20070036","https://www.uniononline.co.uk/uk/en/products/door-controls/cam-motion/6905-series-slimline-en-2-4-door-closer","Exidor's 6905 series slimline door closer, power size 2 - 4 with hold open is an elegant slimline closer. With just 35mm projection from the door, a sleek cover and matching arm and channel, this closer is ideal for the most aesthetic of environments.","https://d3oaxe41u6vpgy.cloudfront.net/6000.jpg"
"6930 series slimline EN 2 - 4 door closer","20070057","https://www.uniononline.co.uk/uk/en/products/door-controls/cam-motion/6930-series-slimline-en-2-4-door-closer","Exidor's 6930 series slimline door closer, power size 2 - 4 with backcheck is an elegant slimline closer. With just 35mm projection from the door, a sleek cover and matching arm and channel, this closer is ideal for the most aesthetic of environments.","https://d3oaxe41u6vpgy.cloudfront.net/6000.jpg"
"SC-CE3F EN 3 door closer","SC-CE3F","https://www.uniononline.co.uk/uk/en/products/door-controls/concealed-cam-motion/sc-ce3f-en-3-door-closer","UNION cam action fixed power size 3 concealed door closer.Closing force: EN 3Mechanism: Cam action&nbsp;Closing speed: YesLatching speed: YesBackcheck: No (guide rail damper available)Delayed action: NoDoor width up to: 950mmMaximum door weight: 60kgHeight","https://d3oaxe41u6vpgy.cloudfront.net/SC%20CE3F.jpg"
"Atom 6800 series concealed EN 2 - 4 door closer","20080003","https://www.uniononline.co.uk/uk/en/products/door-controls/concealed-cam-motion/atom-6800-series-concealed-en-2-4-door-closer","Atom 6800 series concealed door closer, power size 2 - 4 is particularly suitable for use where discreet door control is preferred, or where there is a high risk of vandalism. This closer is supplied with a matching arm and channel as standard.","https://d3oaxe41u6vpgy.cloudfront.net/6000.jpg"
"Atom 6805 series concealed EN 2 - 4 door closer","20080006","https://www.uniononline.co.uk/uk/en/products/door-controls/concealed-cam-motion/atom-6805-series-concealed-en-2-4-door-closer","Atom 6805 series concealed door closer, power size 2 - 4 with hold open is particularly suitable for use where discreet door control is preferred, or where there is a high risk of vandalism. This closer is supplied with a matching arm and channel as standa","https://d3oaxe41u6vpgy.cloudfront.net/6000.jpg"
"Atom 6830 series concealed EN 2 - 4 door closer","20070022","https://www.uniononline.co.uk/uk/en/products/door-controls/concealed-cam-motion/atom-6830-series-concealed-en-2-4-door-closer","Atom 6830 series concealed door closer, power size 2 - 4 with backcheck is particularly suitable for use where discreet door control is preferred, or where there is a high risk of vandalism. This closer is supplied with a matching arm and channel as standa","https://d3oaxe41u6vpgy.cloudfront.net/6000.jpg"
"CE4F-E - electromagnetic closer","CE4F-E","https://www.uniononline.co.uk/uk/en/products/door-controls/electromagnetic/ce4f-e-electromagnetic-closer","Electromagnetic hold open or swing free door closer silver","https://d3oaxe41u6vpgy.cloudfront.net/CE4F%20E.jpg"
"4870-L hold open/swing free E-Mag overhead door closer, power size 4","20020022","https://www.uniononline.co.uk/uk/en/products/door-controls/electromagnetic/4870-l-hold-open-swing-free-e-mag-overhead-door-closer-power-size-4","Exidor's 4870-L hold open/swing free E-Mag overhead door closer, power size 4 features both hold open and swing free options combined within the same unit. Hold open function holds the door in its open position where as swing free mode allows the door to b",""
